    T[sec]  F7  F3   F  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
35.28 -10.06 -4.006 5.96 1.954 -6.058 -6.058 -15.05 -1.075 -2.052 1.954 -3.029 -11.04 -10.06 -16.02 -5.081 -30.09
35.2867 -7.035 3.908 11.92 15.93 -5.081 -13.09 -2.052 9.966 5.96 -1.075 -37.03 -17 -5.081 -11.04 -21.01 -21.01
35.2933 -5.081 13.97 16.9 24.91 -7.035 -21.01 13.97 20.91 15.93 1.954 -63.02 -22.08 -1.075 0 -35.08 -9.086
35.3 -9.086 8.989 9.966 19.93 -6.058 -23.06 12.99 15.93 18.95 1.954 -73.08 -32.05 2.931 2.931 -45.04 -4.006
35.3067 -19.05 -3.029 0.977 7.914 -6.058 -21.01 0 8.989 12.99 11.92 -67.02 -38.01 7.914 11.92 -47.09 1.954
35.3133 -21.01 -14.07 -5.081 0 -2.052 -11.04 -6.058 3.908 8.989 15.93 -49.05 -36.05 18.95 16.9 -37.03 12.99
35.32 -7.035 -8.012 -1.075 7.914 0.977 0 0 9.966 12.99 17.98 -23.06 -12.02 34.98 22.96 -15.05 27.94
35.3267 5.96 2.931 7.914 21.98 12.99 13.97 14.95 27.94 24.91 23.94 5.96 14.95 47 26.97 4.983 41.91
35.3333 13.97 15.93 19.93 30 15.93 21.98 33.9 35.96 35.96 30 30 39.96 43.97 25.99 24.91 40.94
35.34 9.966 20.91 21.98 28.92 15.93 19.93 36.93 23.94 35.96 27.94 27.94 43.97 22.96 13.97 22.96 18.95
35.3467 1.954 15.93 15.93 17.98 11.92 13.97 25.99 7.914 21.98 19.93 15.93 33.9 0 -3.029 6.937 -7.035
35.3533 -2.052 11.92 9.966 9.966 5.96 7.914 13.97 1.954 3.908 7.914 7.914 25.99 -7.035 -25.01 -1.075 -29.02
35.36 -2.052 5.96 7.914 4.983 0 9.966 6.937 0.977 -1.075 0 21.98 22.96 -10.06 -36.05 2.931 -39.08
35.3667 -1.075 -3.029 1.954 -1.075 -1.075 15.93 -1.075 0 -1.075 0.977 47 19.93 -10.06 -32.05 18.95 -34
35.3733 -5.081 -20.03 -5.081 -14.07 -11.04 22.96 -12.02 -15.05 0.977 -3.029 62.92 12.99 -11.04 -15.05 42.99 -14.07
35.38 -5.081 -30.09 -17 -26.09 -19.05 22.96 -22.08 -27.06 -1.075 -9.086 50.9 6.937 -13.09 -3.029 47 0
35.3867 0 -26.09 -21.01 -27.06 -21.01 14.95 -20.03 -26.09 -6.058 -13.09 17.98 1.954 -12.02 0.977 24.91 1.954
35.3933 -2.052 -11.04 -13.09 -14.07 -10.06 1.954 -5.081 -14.07 -8.012 -5.081 -18.08 -1.075 -6.058 5.96 0.977 13.97
35.4 -9.086 -2.052 -3.029 0 3.908 -8.012 4.983 -7.035 -5.081 5.96 -48.07 -5.081 0 19.93 -17 19.93
35.4067 -13.09 1.954 0 2.931 20.91 -16.02 5.96 -5.081 1.954 23.94 -57.06 -20.03 10.94 31.95 -31.07 21.98
35.4133 -17 -1.075 -1.075 -2.052 23.94 -15.05 -2.052 -7.035 5.96 31.95 -51 -35.08 17.98 33.9 -35.08 21.98
35.42 -14.07 0 -2.052 0.977 17.98 -11.04 -5.081 -6.058 10.94 23.94 -36.05 -38.01 14.95 21.98 -29.02 14.95
35.4267 -6.058 -2.052 0 0.977 10.94 -3.029 1.954 0.977 12.99 11.92 -13.09 -23.06 9.966 2.931 -15.05 6.937
35.4333 3.908 10.94 10.94 8.989 7.914 5.96 13.97 3.908 10.94 4.983 2.931 1.954 6.937 -3.029 2.931 7.914
35.44 22.96 21.98 20.91 15.93 5.96 21.98 35.96 10.94 10.94 0.977 17.98 22.96 8.989 -8.012 16.9 0
35.4467 39.96 31.95 25.99 16.9 0.977 42.99 45.92 15.93 9.966 -1.075 31.95 42.99 4.983 -13.09 16.9 -8.012
35.4533 47.97 37.91 26.97 12.99 0.977 53.93 44.94 19.93 9.966 0.977 42.99 50.9 -1.075 -15.05 16.9 -13.09
35.46 38.98 31.95 21.98 8.989 2.931 47.97 35.96 12.99 10.94 10.94 49.93 48.95 0.977 -12.02 22.96 -7.035
35.4667 13.97 11.92 9.966 4.983 15.93 28.92 18.95 3.908 9.966 22.96 59.99 38.98 6.937 0.977 38.98 -1.075
35.4733 -15.05 -5.081 -2.052 0 15.93 7.914 0 1.954 15.93 32.93 64.97 30 21.98 12.99 58.92 15.93
35.48 -35.08 -29.02 -23.06 -10.06 5.96 1.954 -12.02 -11.04 11.92 28.92 59.99 18.95 22.96 27.94 54.91 24.91
35.4867 -44.06 -39.08 -35.08 -20.03 -6.058 -5.081 -23.06 -12.02 6.937 20.91 37.91 10.94 19.93 36.93 34.98 30
35.4933 -37.03 -37.03 -34 -16.02 -9.086 -5.081 -20.03 -7.035 0 14.95 10.94 6.937 18.95 37.91 8.989 33.9
35.5 -21.01 -29.02 -25.01 -12.02 -2.052 -6.058 -11.04 -7.035 0.977 14.95 -11.04 0.977 16.9 33.9 -7.035 28.92
35.5067 -12.02 -21.01 -20.03 -11.04 -1.075 -1.075 -3.029 -6.058 0.977 12.99 -25.01 -2.052 14.95 26.97 -15.05 21.98
35.5133 -9.086 -14.07 -16.02 -8.012 -7.035 0.977 -1.075 -13.09 2.931 4.983 -26.09 -9.086 8.989 13.97 -17 11.92
35.52 -8.012 -5.081 -9.086 -6.058 -16.02 0 1.954 -9.086 1.954 -2.052 -21.01 -13.09 3.908 2.931 -15.05 2.931
35.5267 0 6.937 2.931 1.954 -11.04 5.96 7.914 -1.075 0 0 -11.04 -8.012 4.983 1.954 -7.035 2.931
35.5333 1.954 19.93 17.98 11.92 -3.029 9.966 17.98 11.92 0 3.908 -1.075 0.977 5.96 0.977 0.977 -2.052
35.54 3.908 22.96 16.9 10.94 -2.052 6.937 17.98 7.914 9.966 0 -3.029 1.954 0 -13.09 0.977 -13.09
35.5467 -3.029 8.989 0 -1.075 -9.086 0.977 0.977 -5.081 5.96 -3.029 -8.012 -7.035 -15.05 -29.02 -11.04 -33.02
35.5533 -2.052 1.954 -5.081 -4.006 -10.06 3.908 -5.081 -10.06 -2.052 -7.035 1.954 -10.06 -20.03 -37.03 -17 -37.03
35.56 6.937 2.931 -2.052 0 -1.075 16.9 0.977 0 -8.012 -3.029 21.98 1.954 -10.06 -25.01 -3.029 -25.01
35.5667 23.94 16.9 15.93 14.95 1.954 30.97 20.91 17.98 0 1.954 44.94 22.96 1.954 -1.075 24.91 1.954
35.5733 25.99 20.91 19.93 26.97 3.908 28.92 30.97 25.99 15.93 7.914 44.94 30.97 9.966 9.966 44.94 14.95
35.58 3.908 5.96 3.908 13.97 0.977 3.908 13.97 4.983 19.93 3.908 16.9 9.966 4.983 12.99 30.97 12.99
35.5867 -21.01 -15.05 -17 -2.052 -7.035 -19.05 -12.02 -24.04 3.908 0.977 -9.086 -14.07 -8.012 8.989 0.977 0
35.5933 -39.08 -33.02 -33.02 -21.01 -13.09 -35.08 -41.04 -51 -17 -7.035 -33.02 -43.09 -27.06 1.954 -29.02 -9.086
35.6 -39.08 -33.02 -33.02 -29.02 -17 -35.08 -53.05 -59.01 -35.08 -13.09 -43.09 -55.01 -39.08 0.977 -51 -21.01
35.6067 -31.07 -27.06 -23.06 -23.06 -19.05 -23.06 -45.04 -44.06 -34 -15.05 -42.01 -47.09 -38.01 0 -53.05 -21.01
35.6133 -23.06 -17 -13.09 -9.086 -13.09 -9.086 -25.01 -20.03 -23.06 -9.086 -30.09 -27.06 -23.06 -3.029 -35.08 -9.086
35.62 -17 -7.035 -7.035 -2.052 -5.081 0 -7.035 -9.086 -8.012 -1.075 -18.08 -9.086 -4.006 -2.052 -11.04 0
35.6267 -15.05 -1.075 -3.029 -2.052 -1.075 1.954 -3.029 -9.086 0 0.977 -10.06 -3.029 1.954 -6.058 -1.075 -1.075
35.6333 -10.06 3.908 -2.052 -1.075 -5.081 0 -5.081 -14.07 -6.058 -3.029 -7.035 -8.012 0 -10.06 -1.075 -2.052
35.64 -1.075 13.97 5.96 -2.052 -12.02 0 -1.075 -12.02 -15.05 -7.035 -3.029 -8.012 -5.081 -21.01 -1.075 -7.035
35.6467 15.93 25.99 11.92 0.977 -19.05 8.989 9.966 0 -12.02 -11.04 14.95 0.977 0 -22.08 -1.075 -8.012
35.6533 23.94 34.98 13.97 4.983 -16.02 16.9 30 14.95 1.954 -11.04 28.92 21.98 1.954 -23.06 6.937 -6.058
35.66 13.97 30 9.966 1.954 -15.05 11.92 30 13.97 5.96 -9.086 11.92 19.93 -2.052 -21.01 4.983 -11.04
35.6667 0.977 14.95 3.908 0.977 -6.058 -2.052 15.93 8.989 7.914 -3.029 -10.06 4.983 -3.029 -12.02 -5.081 -16.02
35.6733 0 2.931 3.908 0 0.977 -5.081 0 5.96 4.983 1.954 -24.04 -10.06 -2.052 -4.006 -19.05 -19.05
35.68 0 0.977 0 1.954 7.914 -9.086 0.977 0 3.908 9.966 -16.02 -19.05 -7.035 1.954 -11.04 -12.02
35.6867 -2.052 -3.029 -7.035 -1.075 3.908 -5.081 -3.029 -6.058 7.914 3.908 -3.029 -15.05 -13.09 2.931 -1.075 -4.006
35.6933 -15.05 -19.05 -25.01 -7.035 -9.086 -8.012 -13.09 -28.04 0.977 -7.035 -8.012 -16.02 -31.07 2.931 0.977 -2.052
35.7 -33.02 -39.08 -40.06 -28.04 -26.09 -13.09 -31.07 -57.06 -16.02 -25.01 -21.01 -22.08 -46.02 1.954 -13.09 -8.012
35.7067 -38.01 -52.08 -46.02 -41.04 -40.06 -12.02 -39.08 -61.06 -35.08 -37.03 -26.09 -21.01 -53.05 -4.006 -27.06 -13.09
35.7133 -28.04 -46.02 -38.01 -33.02 -34 -3.029 -32.05 -47.09 -42.01 -28.04 -18.08 -12.02 -39.08 -2.052 -25.01 -2.052
35.72 -8.012 -21.01 -17 -12.02 -13.09 -1.075 -20.03 -23.06 -31.07 -9.086 -8.012 1.954 -18.08 0.977 -9.086 5.96
35.7267 12.99 0.977 6.937 7.914 2.931 5.96 -4.006 1.954 -12.02 6.937 -1.075 8.989 1.954 14.95 8.989 18.95
35.7333 26.97 22.96 28.92 23.94 10.94 6.937 7.914 17.98 3.908 11.92 8.989 15.93 9.966 22.96 30.97 21.98
35.74 23.94 27.94 32.93 22.96 2.931 5.96 21.98 15.93 14.95 5.96 17.98 12.99 6.937 12.99 38.98 8.989
35.7467 5.96 19.93 15.93 9.966 -9.086 -1.075 19.93 6.937 7.914 -7.035 20.91 4.983 -5.081 1.954 24.91 -4.006
35.7533 -6.058 3.908 0.977 -2.052 -15.05 -3.029 0 -4.006 -1.075 -21.01 13.97 -3.029 -15.05 -12.02 4.983 -14.07
35.76 -14.07 -9.086 -7.035 -10.06 -15.05 -11.04 -17 -11.04 -19.05 -19.05 -2.052 -19.05 -21.01 -16.02 -5.081 -18.08
35.7667 -12.02 -16.02 -1.075 -8.012 -4.006 -9.086 -19.05 0.977 -14.07 -5.081 -22.08 -24.04 -12.02 -12.02 -17 -19.05
35.7733 -2.052 -2.052 3.908 -2.052 -1.075 -11.04 -3.029 8.989 0 0 -32.05 -20.03 0 -8.012 -19.05 -10.06
35.78 5.96 9.966 9.966 7.914 1.954 -7.035 11.92 15.93 11.92 1.954 -25.01 -9.086 9.966 -5.081 -21.01 -5.081
35.7867 17.98 18.95 7.914 10.94 6.937 -1.075 19.93 20.91 19.93 0 -2.052 5.96 15.93 1.954 -11.04 0.977
35.7933 25.99 7.914 3.908 5.96 1.954 10.94 11.92 13.97 16.9 -2.052 6.937 12.99 12.99 8.989 -3.029 2.931
35.8 20.91 -5.081 -2.052 0 0 13.97 -2.052 0.977 9.966 0.977 1.954 0.977 0.977 3.908 -9.086 -3.029
35.8067 2.931 -19.05 -7.035 -11.04 -11.04 2.931 -7.035 -10.06 4.983 -3.029 -17 -12.02 -18.08 -2.052 -31.07 -20.03
35.8133 -19.05 -21.01 -17 -13.09 -15.05 -10.06 -7.035 -21.01 -2.052 -9.086 -24.04 -25.01 -22.08 -6.058 -37.03 -20.03
35.82 -29.02 -19.05 -17 -5.081 -15.05 -16.02 -5.081 -19.05 -14.07 -11.04 -14.07 -27.06 -16.02 0 -19.05 -6.058
35.8267 -19.05 -15.05 -9.086 0.977 -9.086 -11.04 -5.081 -8.012 -15.05 -9.086 2.931 -17 -3.029 5.96 10.94 5.96
35.8333 -1.075 -13.09 -7.035 0.977 -11.04 0.977 -7.035 -4.006 -10.06 -9.086 12.99 -7.035 0 6.937 24.91 9.966
35.84 5.96 -9.086 -13.09 -9.086 -17 5.96 -9.086 -13.09 -11.04 -13.09 9.966 -1.075 -9.086 -1.075 16.9 -1.075
35.8467 9.966 -3.029 -19.05 -17 -23.06 9.966 -7.035 -17 -15.05 -15.05 11.92 -2.052 -15.05 -13.09 4.983 -13.09
35.8533 11.92 1.954 -19.05 -16.02 -19.05 7.914 1.954 -17 -19.05 -13.09 17.98 3.908 -10.06 -15.05 6.937 -8.012
35.86 13.97 -3.029 -11.04 -17 -9.086 5.96 0.977 -17 -17 -7.035 11.92 0 -7.035 -13.09 12.99 -4.006
35.8667 9.966 -6.058 -5.081 -15.05 0.977 -2.052 -4.006 -13.09 -11.04 -3.029 -5.081 -4.006 -2.052 -12.02 2.931 -5.081
35.8733 0 -4.006 0.977 -9.086 3.908 -9.086 -6.058 -2.052 -5.081 0 -33.02 -12.02 0 -10.06 -15.05 -13.09
35.88 0.977 0.977 7.914 -2.052 11.92 -15.05 1.954 17.98 1.954 9.966 -47.09 -12.02 4.983 -4.006 -31.07 -14.07
35.8867 3.908 14.95 21.98 15.93 25.99 -4.006 13.97 37.91 20.91 20.91 -21.01 0.977 21.98 4.983 -19.05 -2.052
35.8933 11.92 18.95 27.94 30 31.95 11.92 30.97 41.91 33.9 23.94 25.99 24.91 34.98 18.95 16.9 10.94
35.9 10.94 10.94 20.91 21.98 24.91 28.92 27.94 24.91 34.98 16.9 55.98 38.98 27.94 17.98 44.94 16.9
35.9067 0.977 -2.052 0 3.908 5.96 23.94 13.97 0 23.94 1.954 47.97 31.95 9.966 11.92 36.93 3.908
35.9133 -10.06 -8.012 -12.02 -3.029 -4.006 4.983 0 -8.012 3.908 -4.006 17.98 15.93 0.977 9.966 6.937 0.977
35.92 -6.058 -12.02 -21.01 -19.05 -12.02 -4.006 -8.012 -19.05 -8.012 -8.012 -1.075 -1.075 -2.052 11.92 -5.081 -1.075
35.9267 3.908 -13.09 -22.08 -23.06 -15.05 -5.081 -10.06 -20.03 -19.05 -11.04 0 -10.06 -6.058 10.94 2.931 1.954
35.9333 13.97 -10.06 -18.08 -26.09 -13.09 0.977 -6.058 -22.08 -19.05 -15.05 0 -14.07 -12.02 4.983 6.937 -1.075
35.94 15.93 -7.035 -14.07 -18.08 -11.04 -5.081 -6.058 -23.06 -20.03 -19.05 -16.02 -18.08 -22.08 -10.06 0.977 -14.07
35.9467 11.92 -6.058 -10.06 -7.035 -7.035 -6.058 -4.006 -20.03 -17 -18.08 -26.09 -22.08 -22.08 -23.06 -25.01 -29.02
35.9533 6.937 -5.081 -7.035 -1.075 -7.035 -6.058 0 -13.09 -16.02 -14.07 -20.03 -19.05 -14.07 -22.08 -31.07 -27.06
35.96 1.954 -12.02 -10.06 -5.081 -7.035 -3.029 -6.058 -12.02 -11.04 -11.04 -8.012 -20.03 -6.058 -13.09 -23.06 -21.01
35.9667 -9.086 -18.08 -14.07 -13.09 -5.081 -2.052 -15.05 -9.086 -5.081 -6.058 -12.02 -17 -4.006 -9.086 -5.081 -19.05
35.9733 -9.086 -22.08 -12.02 -11.04 -1.075 -5.081 -18.08 -8.012 -1.075 -5.081 -26.09 -18.08 -4.006 -5.081 -11.04 -21.01
35.98 -2.052 -17 -5.081 -5.081 0 -6.058 -14.07 0.977 1.954 1.954 -34 -11.04 -2.052 -4.006 -15.05 -25.01
35.9867 3.908 -8.012 4.983 0 3.908 0 1.954 8.989 7.914 4.983 -14.07 -1.075 6.937 1.954 -5.081 -9.086
35.9933 13.97 1.954 18.95 10.94 5.96 1.954 14.95 21.98 18.95 17.98 6.937 20.91 24.91 20.91 12.99 12.99
36 19.93 14.95 26.97 18.95 7.914 11.92 22.96 24.91 30 31.95 18.95 34.98 36.93 30.97 26.97 28.92
36.0067 21.98 25.99 30.97 23.94 13.97 21.98 26.97 30.97 35.96 37.91 30.97 42.99 44.94 34.98 32.93 37.91
36.0133 28.92 34.98 30 27.94 16.9 32.93 34.98 33.9 40.94 34.98 51.98 51.98 47 37.91 36.93 41.91
36.02 34.98 40.94 26.97 25.99 16.9 38.98 40.94 28.92 39.96 28.92 71.91 53.93 40.94 37.91 52.96 41.91
36.0267 25.99 33.9 13.97 11.92 5.96 31.95 33.9 11.92 30 15.93 71.91 39.96 25.99 31.95 60.97 37.91
36.0333 6.937 16.9 1.954 0.977 -2.052 10.94 11.92 -12.02 10.94 0.977 37.91 10.94 3.908 17.98 40.94 20.91
36.04 -7.035 1.954 -13.09 -13.09 -15.05 -7.035 -10.06 -35.08 -11.04 -7.035 -1.075 -18.08 -12.02 1.954 0.977 -2.052
36.0467 -17 -8.012 -17 -17 -17 -10.06 -25.01 -33.02 -20.03 -6.058 -25.01 -34 -21.01 -10.06 -33.02 -20.03
36.0533 -11.04 -6.058 -11.04 -11.04 -11.04 -9.086 -18.08 -21.01 -13.09 -1.075 -23.06 -32.05 -10.06 -10.06 -31.07 -22.08
36.06 -11.04 -4.006 -13.09 -5.081 -5.081 -7.035 -8.012 -15.05 0.977 -1.075 -25.01 -30.09 -6.058 -8.012 -15.05 -21.01
36.0667 -15.05 -14.07 -27.06 -17 -9.086 -15.05 -14.07 -23.06 -1.075 -9.086 -31.07 -32.05 -14.07 -16.02 -19.05 -29.02
36.0733 -21.01 -25.01 -39.08 -35.08 -17 -19.05 -31.07 -35.08 -19.05 -21.01 -41.04 -43.09 -31.07 -31.07 -41.04 -40.06
36.08 -17 -26.09 -33.02 -38.01 -17 -17 -42.01 -35.08 -37.03 -23.06 -45.04 -41.04 -40.06 -43.09 -51 -56.08
36.0867 -7.035 -13.09 -11.04 -25.01 -5.081 -9.086 -37.03 -15.05 -31.07 -9.086 -39.08 -29.02 -29.02 -39.08 -43.09 -53.05
36.0933 -2.052 0 5.96 -1.075 9.966 -5.081 -17 1.954 -5.081 9.966 -35.08 -13.09 -3.029 -19.05 -19.05 -29.02
36.1 1.954 11.92 15.93 10.94 23.94 -3.029 0.977 10.94 19.93 30 -32.05 0 16.9 -1.075 -1.075 -3.029
36.1067 3.908 19.93 13.97 15.93 27.94 -2.052 13.97 13.97 31.95 35.96 -10.06 5.96 30.97 11.92 0.977 8.989
36.1133 12.99 28.92 13.97 18.95 21.98 14.95 26.97 17.98 25.99 27.94 16.9 24.91 31.95 17.98 10.94 22.96
36.12 24.91 40.94 19.93 18.95 9.966 28.92 36.93 19.93 15.93 11.92 42.99 40.94 23.94 13.97 24.91 18.95
36.1267 32.93 48.95 30 18.95 1.954 38.98 40.94 21.98 14.95 3.908 56.96 44.94 14.95 9.966 28.92 13.97
36.1333 31.95 47.97 31.95 17.98 1.954 40.94 39.96 17.98 14.95 2.931 64 37.91 9.966 17.98 26.97 12.99
36.14 24.91 38.98 21.98 10.94 -5.081 36.93 34.98 5.96 10.94 1.954 64.97 28.92 7.914 21.98 30.97 15.93
36.1467 20.91 28.92 5.96 0 -10.06 30.97 25.99 0 3.908 -1.075 58.92 19.93 5.96 20.91 34.98 15.93
36.1533 15.93 19.93 -1.075 -5.081 -15.05 11.92 7.914 -9.086 -7.035 -5.081 30 0 0.977 9.966 24.91 13.97
36.16 8.989 10.94 -2.052 -7.035 -17 -5.081 -1.075 -14.07 -16.02 -13.09 -12.02 -19.05 -13.09 1.954 0.977 1.954
36.1667 1.954 5.96 -2.052 0 -16.02 -17 -15.05 -10.06 -12.02 -14.07 -46.02 -38.01 -18.08 -11.04 -31.07 -21.01
36.1733 -7.035 10.94 6.937 1.954 -16.02 -15.05 -11.04 1.954 -7.035 -11.04 -52.08 -36.05 -18.08 -16.02 -37.03 -30.09
36.18 0 13.97 12.99 9.966 -14.07 1.954 -2.052 2.931 -1.075 -5.081 -35.08 -21.01 -13.09 -17 -21.01 -32.05
36.1867 11.92 18.95 14.95 3.908 -11.04 14.95 1.954 4.983 1.954 -4.006 -20.03 -4.006 -10.06 -17 -5.081 -30.09
36.1933 20.91 19.93 11.92 -1.075 -6.058 20.91 3.908 0 -4.006 -4.006 -10.06 1.954 -10.06 -14.07 -9.086 -26.09
36.2 22.96 19.93 10.94 1.954 -5.081 21.98 2.931 0 -3.029 0 0 -2.052 -9.086 -9.086 -15.05 -19.05
36.2067 23.94 25.99 12.99 0.977 1.954 25.99 11.92 8.989 1.954 5.96 23.94 7.914 1.954 0 -1.075 -4.006
36.2133 25.99 35.96 17.98 11.92 6.937 33.9 24.91 21.98 15.93 18.95 52.96 27.94 18.95 7.914 30.97 14.95
36.22 30 47.97 26.97 22.96 16.9 33.9 33.9 24.91 23.94 25.99 57.94 45.92 30 16.9 56.96 32.93
36.2267 26.97 49.93 24.91 25.99 21.98 31.95 32.93 21.98 23.94 26.97 47 45.92 31.95 19.93 54.91 41.91
36.2333 18.95 41.91 13.97 20.91 16.9 26.97 30 9.966 18.95 22.96 34.98 39.96 26.97 23.94 40.94 38.98
36.24 17.98 28.92 -1.075 9.966 5.96 24.91 15.93 0.977 8.989 14.95 24.91 30.97 20.91 21.98 26.97 30.97
36.2467 19.93 11.92 -10.06 1.954 1.954 24.91 4.983 -4.006 1.954 9.966 21.98 23.94 15.93 25.99 16.9 20.91
36.2533 9.966 2.931 -12.02 0.977 -2.052 13.97 1.954 -5.081 -5.081 1.954 0.977 10.94 2.931 22.96 6.937 10.94
36.26 0.977 -2.052 -7.035 1.954 -6.058 -3.029 -3.029 -4.006 -12.02 -6.058 -26.09 -10.06 -10.06 5.96 -13.09 -5.081
36.2667 -18.08 0.977 0 3.908 -11.04 -29.02 -5.081 1.954 -12.02 -17 -60.09 -43.09 -23.06 -14.07 -37.03 -26.09
36.2733 -29.02 5.96 0 13.97 -7.035 -47.09 -13.09 0 -7.035 -17 -93.01 -67.02 -27.06 -35.08 -65.07 -47.09
36.28 -20.03 4.983 5.96 21.98 0.977 -48.07 -23.06 2.931 1.954 -2.052 -116.1 -77.09 -19.05 -38.01 -85 -59.01
36.2867 -4.006 0.977 7.914 18.95 13.97 -28.04 -26.09 9.966 8.989 9.966 -106 -64.09 -5.081 -23.06 -83.05 -49.05
36.2933 7.914 1.954 5.96 13.97 20.91 1.954 -11.04 15.93 14.95 18.95 -61.06 -29.02 5.96 -5.081 -55.01 -22.08
36.3 16.9 0.977 5.96 12.99 13.97 20.91 4.983 19.93 16.9 11.92 1.954 4.983 18.95 -2.052 -1.075 0
36.3067 14.95 12.99 7.914 10.94 5.96 28.92 20.91 21.98 15.93 3.908 42.99 32.93 19.93 0 30.97 14.95
36.3133 6.937 18.95 7.914 14.95 0 22.96 18.95 15.93 9.966 0.977 56.96 40.94 9.966 1.954 36.93 10.94
36.32 3.908 15.93 5.96 9.966 0.977 17.98 5.96 6.937 5.96 -1.075 50.9 31.95 -1.075 -2.052 18.95 -1.075
36.3267 7.914 11.92 0 6.937 -3.029 23.94 4.983 0.977 0 -1.075 54.91 30.97 0 6.937 16.9 1.954
36.3333 21.98 15.93 -2.052 5.96 -7.035 37.91 15.93 3.908 0.977 -2.052 64 35.96 1.954 15.93 32.93 13.97
36.34 33.9 27.94 3.908 9.966 -5.081 47.97 30 9.966 -1.075 7.914 61.94 43.97 15.93 23.94 47 25.99
36.3467 37.91 39.96 17.98 17.98 0 49.93 37.91 20.91 0 23.94 48.95 47.97 34.98 34.98 44.94 38.98
36.3533 30 41.91 27.94 27.94 15.93 41.91 33.9 28.92 15.93 35.96 32.93 41.91 45.92 45.92 40.94 49.93
36.36 17.98 35.96 31.95 35.96 25.99 24.91 25.99 23.94 30.97 35.96 12.99 27.94 47 48.95 38.98 52.96
36.3667 5.96 27.94 27.94 39.96 25.99 -1.075 15.93 17.98 32.93 21.98 -5.081 7.914 30.97 32.93 24.91 42.99
36.3733 0.977 30 27.94 42.99 19.93 -14.07 11.92 12.99 20.91 5.96 -38.01 -14.07 8.989 7.914 -9.086 12.99
36.38 0.977 32.93 31.95 34.98 18.95 -19.05 3.908 10.94 11.92 -2.052 -67.02 -36.05 -7.035 -14.07 -51 -19.05
36.3867 2.931 25.99 31.95 18.95 13.97 -12.02 -3.029 12.99 4.983 0.977 -66.05 -51 -16.02 -28.04 -73.08 -44.06
36.3933 1.954 12.99 19.93 1.954 4.983 -1.075 -13.09 2.931 4.983 -1.075 -49.05 -45.04 -23.06 -34 -65.07 -49.05
36.4 -1.075 -5.081 0.977 -11.04 -5.081 -5.081 -21.01 -13.09 0.977 -11.04 -37.03 -39.08 -29.02 -37.03 -47.09 -51
36.4067 -4.006 -21.01 -21.01 -24.04 -19.05 -7.035 -27.06 -29.02 -16.02 -19.05 -33.02 -28.04 -31.07 -29.02 -35.08 -41.04
36.4133 -10.06 -30.09 -35.08 -34 -26.09 -5.081 -25.01 -35.08 -33.02 -21.01 -18.08 -16.02 -28.04 -12.02 -25.01 -26.09
36.42 -7.035 -31.07 -37.03 -37.03 -20.03 1.954 -24.04 -32.05 -37.03 -15.05 3.908 -3.029 -20.03 1.954 -3.029 -8.012
36.4267 -3.029 -29.02 -33.02 -35.08 -12.02 8.989 -16.02 -23.06 -25.01 -5.081 42.99 4.983 -5.081 19.93 26.97 3.908
36.4333 1.954 -22.08 -27.06 -24.04 -5.081 11.92 -8.012 -15.05 -13.09 1.954 61.94 18.95 6.937 30.97 48.95 24.91
36.44 1.954 -15.05 -22.08 -10.06 1.954 11.92 1.954 -11.04 -8.012 10.94 60.97 25.99 15.93 33.9 50.9 37.91
36.4467 -3.029 -10.06 -15.05 -4.006 0 10.94 -1.075 -4.006 -2.052 13.97 56.96 26.97 19.93 38.98 36.93 41.91
36.4533 -11.04 -7.035 -15.05 -4.006 0.977 7.914 1.954 0 1.954 10.94 47 21.98 16.9 35.96 28.92 43.97
36.46 -13.09 -5.081 -12.02 -2.052 1.954 -1.075 0.977 1.954 1.954 5.96 28.92 16.9 13.97 30.97 22.96 39.96
36.4667 -3.029 1.954 -7.035 -2.052 0 0 0 4.983 -1.075 0.977 10.94 11.92 12.99 19.93 24.91 25.99
36.4733 13.97 8.989 5.96 0.977 -1.075 2.931 10.94 18.95 -1.075 0.977 -4.006 10.94 9.966 4.983 12.99 9.966
36.48 28.92 25.99 26.97 8.989 1.954 5.96 21.98 27.94 2.931 -4.006 -22.08 3.908 0.977 -13.09 0.977 -7.035
36.4867 30.97 36.93 41.91 16.9 0 1.954 24.91 33.9 9.966 -9.086 -45.04 -6.058 -16.02 -30.09 -17 -30.09
36.4933 23.94 39.96 45.92 19.93 0.977 -6.058 22.96 30 7.914 -11.04 -74.06 -26.09 -25.01 -41.04 -29.02 -39.08
36.5 19.93 37.91 41.91 17.98 0.977 -11.04 18.95 24.91 7.914 -3.029 -93.01 -39.08 -24.04 -45.04 -37.03 -44.06
36.5067 16.9 28.92 35.96 10.94 0.977 -5.081 11.92 25.99 9.966 0 -80.02 -42.01 -14.07 -36.05 -49.05 -42.01
36.5133 14.95 19.93 25.99 6.937 -2.052 0 5.96 23.94 10.94 0 -49.05 -32.05 -5.081 -23.06 -57.06 -39.08
36.52 7.914 7.914 17.98 3.908 -3.029 -2.052 0 9.966 7.914 0.977 -19.05 -17 -3.029 -9.086 -55.01 -27.06
36.5267 1.954 0.977 9.966 3.908 -4.006 1.954 0 0.977 4.983 -5.081 15.93 0 3.908 8.989 -27.06 0.977
