    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  Pz 
23.195 -185.6 -136.8 -478.7 -703.5 -732.8 -459.2 -576.5 -342 -801.2 -488.5 -625.3 -938 -820.7 -703.5 -351.7 -166.1 -195.4 -537.4 -547.6 -547.6
23.2 -361.5 -556.9 -693.7 -1006 -898.9 -674.6 -752.3 -234.5 -703.5 -97.7 -381 -1045 -420.1 -478.7 -254 58.62 -547.6 -781.6 -655.1 -655.1
23.205 -1133 -1075 -1406 -1416 -1485 -996.6 -1143 -185.6 -664.4 439.7 -1456 -1163 -1036 -488.5 -429.9 312.7 -1192 -1270 -820.7 -820.7
23.21 -967.8 -1143 -1240 -1416 -1260 -908.6 -898.9 224.7 -166.1 1495 -781.6 -1006 -439.7 -195.4 -39.08 635.1 -1036 -1290 -283.3 -283.3
23.215 -1006 -1367 -1299 -1622 -1260 -1153 -889.1 117.2 39.08 1915 -1085 -1201 -420.1 -400.6 39.08 576.5 -1153 -1495 -68.39 -68.39
23.22 -781.6 -1172 -1250 -1426 -1172 -918.4 -781.6 351.7 146.6 2355 -791.4 -889.1 -234.5 -205.2 322.4 644.8 -1104 -1339 87.93 87.93
23.225 -488.5 -1309 -771.9 -1475 -810.9 -1094 -459.2 -39.08 410.4 2081 -703.5 -1025 -361.5 -420.1 273.6 273.6 -859.8 -1387 166.1 166.1
23.23 -439.7 -1192 -713.2 -1270 -713.2 -977.5 -449.4 -214.9 322.4 1808 -713.2 -889.1 -390.8 -527.6 283.3 78.16 -850 -1250 -87.93 -87.93
23.235 -674.6 -1064 -683.9 -1085 -713.2 -908.6 -459.2 -342 127 1534 -732.8 -644.8 -644.8 -410.4 -58.62 -68.39 -889.1 -947.7 -469 -469
23.24 -664.4 -967.8 -498.3 -1064 -556.9 -1025 -381 -635.6 9.77 1045 -488.5 -644.8 -332.2 -400.6 -136.8 -351.7 -947.7 -732.8 -840.3 -840.3
23.245 -703.5 -732.8 -508.1 -1016 -400.6 -1064 -224.7 -742.6 -29.31 977 -830.5 -644.8 -586.2 -644.8 -175.9 -586.2 -1104 -556.9 -1064 -1064
23.25 -596 -850 -674.6 -1280 -400.6 -1367 -117.2 -977.5 136.8 674.2 -469 -996.6 -488.5 -928.2 -97.7 -820.7 -1163 -693.7 -1153 -1153
23.255 -586.2 -732.8 -683.9 -1182 -224.7 -1309 117.2 -977.5 449.4 508.1 -703.5 -1124 -1075 -1172 19.54 -928.2 -1124 -596 -977.5 -977.5
23.26 -351.7 -537.4 -615.5 -908.6 19.54 -987.3 576.5 -693.7 1045 683.9 -293.1 -898.9 -547.6 -1094 214.9 -713.2 -830.5 -381 -527.6 -527.6
23.265 -332.2 -459.2 -478.7 -439.7 283.3 -459.2 898.9 -234.5 1456 781.6 -185.6 -420.1 -488.5 -605.8 351.7 -517.8 -459.2 -127 -78.16 -78.16
23.27 -97.7 -283.3 -273.6 -39.08 615.5 -9.77 1251 107.5 1817 693.7 449.4 -68.39 224.7 -371.3 596 -488.5 -39.08 127 410.4 410.4
23.275 -234.5 -273.6 -381 175.9 517.8 390.8 1192 420.1 1700 742.6 -224.7 146.6 205.2 -68.39 429.9 -410.4 117.2 332.2 498.3 498.3
23.28 -117.2 -166.1 -68.39 478.7 635.1 918.4 1202 791.4 1710 664.4 224.7 605.8 -107.5 0 429.9 -312.7 469 742.6 723 723
23.285 -68.39 -78.16 -87.93 283.3 498.3 801.2 1163 820.7 1534 400.6 -107.5 244.3 107.5 -48.85 312.7 -205.2 635.1 762.1 840.3 840.3
23.29 58.62 78.16 273.6 488.5 547.1 1221 1212 1124 1436 429.9 -166.1 732.8 -48.85 136.8 175.9 136.8 830.5 986.8 996.6 996.6
23.295 254 97.7 537.4 547.1 683.9 1241 1290 1280 1397 478.7 58.62 723 175.9 39.08 87.93 439.7 1055 1065 1202 1202
23.3 302.9 29.31 703.5 547.1 820.7 1280 1387 1387 1348 556.9 234.5 859.8 107.5 175.9 351.7 674.2 1192 1016 1378 1378
23.305 254 78.16 820.7 762.1 1036 1505 1485 1514 1280 889.1 498.3 1016 58.62 498.3 488.5 947.7 1299 1085 1505 1505
23.31 136.8 -107.5 576.5 488.5 957.5 1231 1348 1378 1114 908.6 -117.2 498.3 -478.7 19.54 713.2 801.2 1143 762.1 1397 1397
23.315 -107.5 -195.4 322.4 322.4 664.4 1016 1085 1299 947.7 1163 166.1 381 -342 361.5 820.7 810.9 967.3 576.5 1299 1299
23.32 -263.8 -283.3 -58.62 97.7 48.85 654.6 488.5 1045 693.7 1104 -175.9 175.9 -283.3 9.77 752.3 654.6 615.5 156.3 810.9 810.9
23.325 -361.5 -605.8 -420.1 -371.3 -556.9 68.39 -68.39 586.2 498.3 791.4 -195.4 -117.2 -136.8 -254 771.9 410.4 322.4 -400.6 342 342
23.33 -478.7 -693.7 -635.6 -488.5 -1114 -205.2 -635.6 254 175.9 556.9 -273.6 -254 -312.7 -283.3 517.8 342 39.08 -752.3 -146.6 -146.6
23.335 -459.2 -1006 -742.6 -742.6 -1280 -586.2 -1006 -283.3 -39.08 -136.8 -273.6 -664.4 -664.4 -664.4 283.3 29.31 -9.77 -1036 -556.9 -556.9
23.34 -615.5 -957.5 -781.6 -713.2 -1377 -732.8 -1250 -625.3 -332.2 -390.8 -400.6 -771.9 -771.9 -664.4 29.31 -254 -107.5 -957.5 -1036 -1036
23.345 -830.5 -1075 -957.5 -683.9 -1456 -947.7 -1475 -1025 -586.2 -810.9 -674.6 -947.7 -957.5 -605.8 -263.8 -478.7 -351.7 -801.2 -1446 -1446
23.35 -683.9 -898.9 -664.4 -576.5 -1055 -1006 -1260 -1260 -596 -967.8 -517.8 -957.5 -713.2 -742.6 -283.3 -615.5 -234.5 -635.6 -1505 -1505
23.355 -869.6 -869.6 -723 -488.5 -996.6 -1064 -1133 -1290 -605.8 -869.6 -674.6 -1016 -1064 -742.6 -478.7 -635.6 -488.5 -342 -1505 -1505
23.36 -967.8 -918.4 -625.3 -547.6 -742.6 -1192 -879.8 -1339 -537.4 -830.5 -732.8 -1064 -938 -879.8 -410.4 -644.8 -605.8 -371.3 -1485 -1485
23.365 -820.7 -987.3 -322.4 -771.9 -322.4 -1192 -410.4 -1182 -127 -615.5 -390.8 -1143 -1270 -918.4 -273.6 -655.1 -527.6 -381 -1114 -1114
23.37 -1016 -1114 -449.4 -869.6 -322.4 -1153 -322.4 -1036 -185.6 -713.2 -625.3 -1290 -1163 -1094 -254 -850 -791.4 -547.6 -1064 -1064
23.375 -517.8 -947.7 39.08 -771.9 244.3 -928.2 166.1 -713.2 156.3 -732.8 234.5 -869.6 -655.1 -547.6 107.5 -752.3 -400.6 -263.8 -566.7 -566.7
23.38 -273.6 -723 400.6 -420.1 693.7 -420.1 625.3 -234.5 381 -478.7 156.3 -791.4 -9.77 -517.8 390.8 -547.6 0 58.62 -39.08 -39.08
23.385 -68.39 -234.5 576.5 136.8 967.3 185.6 879.3 117.2 410.4 -547.6 889.1 -87.93 263.8 0 469 -390.8 322.4 410.4 322.4 322.4
23.39 136.8 78.16 889.1 654.6 1319 840.3 1212 556.9 488.5 -420.1 488.5 -48.85 293.1 58.62 654.6 -146.6 752.3 703.5 801.2 801.2
23.395 205.2 312.7 918.4 850 1358 1133 1221 791.4 351.7 -498.3 537.4 478.7 361.5 439.7 674.2 156.3 908.6 1026 1016 1016
23.4 449.4 410.4 1036 1065 1329 1466 1192 1094 214.9 -635.6 547.1 429.9 -58.62 615.5 713.2 195.4 1065 1280 1124 1124
23.405 703.5 693.7 1387 1299 1622 1729 1280 1446 283.3 -478.7 820.7 771.9 273.6 1075 938 508.1 1280 1720 1339 1339
23.41 840.3 820.7 1329 1299 1583 1827 1329 1641 586.2 -175.9 605.8 1055 107.5 1085 1016 693.7 1299 1700 1563 1563
23.415 810.9 967.3 1348 1329 1505 1944 1172 1798 527.6 -48.85 683.9 1270 146.6 1241 996.6 869.6 1153 1827 1485 1485
23.42 478.7 732.8 1036 1085 1094 1651 879.3 1593 547.1 166.1 146.6 810.9 293.1 840.3 791.4 889.1 791.4 1495 1290 1290
23.425 596 791.4 1163 977 1104 1583 840.3 1505 664.4 420.1 517.8 674.2 361.5 947.7 732.8 947.7 889.1 1417 1270 1270
23.43 703.5 693.7 1417 1026 1114 1466 762.1 1339 635.1 498.3 908.6 420.1 117.2 859.8 576.5 986.8 1016 1319 1221 1221
23.435 410.4 635.1 1055 1016 732.8 1221 469 1026 478.7 488.5 107.5 420.1 -127 879.3 410.4 889.1 869.6 1055 908.6 908.6
23.44 605.8 527.6 1251 1065 830.5 1026 449.4 635.1 439.7 273.6 791.4 293.1 97.7 762.1 498.3 723 889.1 830.5 732.8 732.8
23.445 361.5 361.5 938 898.9 429.9 664.4 117.2 97.7 195.4 -68.39 361.5 244.3 205.2 566.7 537.4 429.9 635.1 302.9 205.2 205.2
23.45 156.3 58.62 596 615.5 146.6 185.6 -156.3 -400.6 185.6 -78.16 166.1 -39.08 351.7 195.4 635.1 136.8 381 -322.4 -146.6 -146.6
23.455 -127 -9.77 244.3 390.8 -234.5 -9.77 -566.7 -732.8 -48.85 -263.8 107.5 293.1 263.8 185.6 556.9 48.85 29.31 -605.8 -693.7 -693.7
23.46 -185.6 -205.2 9.77 -19.54 -449.4 -508.1 -742.6 -1182 -39.08 -312.7 -322.4 -537.4 -263.8 -283.3 449.4 -244.3 -273.6 -1006 -1045 -1045
23.465 -498.3 -410.4 -263.8 -371.3 -664.4 -762.1 -898.9 -1299 -205.2 -586.2 -234.5 -117.2 -283.3 -322.4 332.2 -293.1 -655.1 -1075 -1377 -1377
23.47 -400.6 -586.2 -58.62 -644.8 -449.4 -1075 -713.2 -1416 -117.2 -703.5 -58.62 -596 -214.9 -517.8 361.5 -390.8 -693.7 -1192 -1201 -1201
23.475 -596 -644.8 -390.8 -771.9 -713.2 -1290 -850 -1367 -361.5 -801.2 -195.4 -469 -361.5 -469 29.31 -469 -1153 -1104 -1456 -1456
23.48 -371.3 -488.5 -214.9 -664.4 -537.4 -1221 -596 -1055 -205.2 -508.1 -390.8 -371.3 -254 -351.7 -9.77 -283.3 -1036 -898.9 -1114 -1114
23.485 -214.9 -312.7 -146.6 -420.1 -400.6 -1025 -381 -781.6 -146.6 -342 -527.6 -78.16 -58.62 -107.5 -19.54 -205.2 -898.9 -644.8 -742.6 -742.6
23.49 9.77 -39.08 -78.16 -263.8 -185.6 -830.5 -58.62 -547.6 -48.85 -214.9 -469 -97.7 58.62 39.08 -58.62 -166.1 -615.5 -556.9 -342 -342
23.495 293.1 156.3 166.1 117.2 156.3 -459.2 214.9 -107.5 -48.85 -19.54 -195.4 39.08 312.7 351.7 -127 39.08 -302.9 -9.77 136.8 136.8
23.5 703.5 654.6 273.6 527.6 381 68.39 420.1 371.3 -48.85 87.93 263.8 273.6 596 556.9 -127 205.2 48.85 381 517.8 517.8
23.505 1192 1202 576.5 977 674.2 488.5 635.1 781.6 -127 107.5 390.8 703.5 586.2 830.5 -302.9 273.6 410.4 820.7 918.4 918.4
23.51 1553 1788 947.7 1553 996.6 1163 1036 1378 9.77 381 439.7 967.3 58.62 859.8 -127 429.9 947.7 1407 1573 1573
23.515 1974 2228 1378 2012 1505 1651 1553 1915 390.8 820.7 1182 1407 1133 1085 293.1 742.6 1417 1895 2198 2198
23.52 2267 2452 1768 2335 1856 2062 2003 2335 723 1153 1221 1573 810.9 1251 498.3 908.6 1749 2286 2628 2628
23.525 2413 2277 1827 2189 1983 2042 2247 2521 918.4 1378 1514 1475 1290 1045 967.3 938 1749 2247 2804 2804
23.53 2442 2306 1895 2042 2022 1983 2277 2599 1036 1505 1690 1436 1593 1231 1016 1114 1671 2169 2833 2833
23.535 2501 1749 2062 1641 1964 1661 2296 2316 1280 1622 1720 1280 1681 986.8 1192 957.5 1681 1739 2853 2853
23.54 2169 1426 1788 1290 1495 1319 1944 2081 1192 1651 1397 1221 1632 928.2 1163 986.8 1309 1290 2472 2472
23.545 1700 996.6 1251 918.4 869.6 1075 1417 1788 1114 1768 879.3 830.5 1368 810.9 850 1026 810.9 850 2012 2012
23.55 1299 674.2 644.8 527.6 224.7 498.3 791.4 1104 752.3 1348 156.3 644.8 732.8 566.7 547.1 674.2 273.6 107.5 1280 1280
23.555 859.8 713.2 78.16 400.6 -312.7 449.4 293.1 752.3 488.5 1124 136.8 947.7 508.1 586.2 312.7 674.2 -175.9 -214.9 693.7 693.7
23.56 449.4 175.9 -478.7 -283.3 -791.4 -400.6 -322.4 -39.08 0 576.5 -175.9 97.7 107.5 136.8 9.77 195.4 -859.8 -1016 -146.6 -146.6
23.565 107.5 78.16 -840.3 -420.1 -1064 -469 -674.6 -244.3 -371.3 547.1 -762.1 420.1 -39.08 254 -87.93 302.9 -1329 -1211 -732.8 -732.8
23.57 -234.5 -566.7 -1309 -987.3 -1348 -1094 -1025 -869.6 -791.4 39.08 -605.8 -127 -244.3 -195.4 -156.3 -39.08 -1856 -1739 -1339 -1339
23.575 -752.3 -938 -1778 -1280 -1582 -1466 -1231 -1114 -928.2 -39.08 -1456 -556.9 -674.6 -390.8 -293.1 -107.5 -2237 -1935 -1641 -1641
23.58 -1201 -1133 -2198 -1426 -1837 -1534 -1495 -1329 -1280 -381 -1192 -615.5 -390.8 -517.8 -469 -224.7 -2716 -1944 -2071 -2071
23.585 -1339 -1416 -2110 -1593 -1573 -1573 -1221 -1329 -957.5 -420.1 -1036 -996.6 -214.9 -674.6 -361.5 -146.6 -2687 -1993 -1846 -1846
23.59 -1582 -1397 -2012 -1446 -1475 -1367 -1163 -1104 -918.4 -381 -898.9 -879.8 -469 -508.1 -683.9 9.77 -2745 -1798 -1759 -1759
23.595 -1534 -1436 -1720 -1309 -1172 -1172 -967.8 -889.1 -693.7 -342 -801.2 -869.6 -537.4 -527.6 -625.3 97.7 -2540 -1582 -1514 -1514
23.6 -1182 -1387 -1114 -1221 -527.6 -1064 -488.5 -693.7 -234.5 -273.6 -136.8 -879.8 -175.9 -312.7 -400.6 78.16 -1866 -1290 -918.4 -918.4
23.605 -1016 -977.5 -908.6 -723 -322.4 -547.6 -273.6 -273.6 -78.16 -195.4 -537.4 -488.5 39.08 -185.6 -273.6 293.1 -1299 -771.9 -508.1 -508.1
23.61 -508.1 -655.1 -136.8 -342 302.9 -273.6 166.1 0 185.6 -332.2 78.16 -263.8 459.2 -9.77 -87.93 175.9 -488.5 -283.3 136.8 136.8
23.615 -371.3 -146.6 78.16 117.2 273.6 107.5 136.8 146.6 -58.62 -938 -214.9 234.5 439.7 117.2 -390.8 78.16 -146.6 185.6 302.9 302.9
23.62 87.93 478.7 683.9 810.9 615.5 732.8 361.5 605.8 -9.77 -996.6 58.62 957.5 322.4 556.9 -517.8 195.4 439.7 752.3 683.9 683.9
23.625 517.8 889.1 1485 1299 1026 1182 644.8 986.8 29.31 -1133 410.4 1573 -48.85 810.9 -429.9 273.6 1055 1251 1163 1163
23.63 928.2 1124 1974 1768 1329 1651 918.4 1387 97.7 -869.6 1016 1944 537.4 1065 -195.4 400.6 1563 1632 1583 1583
23.635 1124 1290 2335 2129 1544 2120 1114 1925 185.6 -429.9 1016 2247 390.8 1368 -117.2 830.5 1925 2140 1944 1944
23.64 1309 1378 2462 2198 1661 2257 1309 2189 390.8 58.62 1339 2247 1006 1212 205.2 957.5 2149 2277 2189 2189
23.645 1114 1417 2198 2140 1495 2140 1124 2062 166.1 -136.8 1368 2062 1085 1172 195.4 918.4 2032 2198 2003 2003
23.65 1006 1368 2140 2003 1456 1925 1172 2022 302.9 205.2 1309 1915 1085 1163 293.1 1016 1974 2042 1905 1905
23.655 683.9 1055 1798 1612 1192 1446 918.4 1475 78.16 -87.93 1016 1524 1006 928.2 351.7 791.4 1612 1573 1446 1446
23.66 498.3 683.9 1495 1202 977 996.6 713.2 1075 68.39 -244.3 1202 1319 1006 869.6 312.7 781.6 1251 1094 957.5 957.5
23.665 48.85 371.3 820.7 850 342 596 283.3 703.5 -9.77 -293.1 214.9 1124 576.5 723 78.16 850 566.7 586.2 214.9 214.9
23.67 -214.9 156.3 410.4 644.8 -166.1 478.7 -175.9 400.6 -214.9 -312.7 -136.8 752.3 -29.31 615.5 -156.3 713.2 166.1 234.5 -371.3 -371.3
23.675 -566.7 -9.77 29.31 107.5 -498.3 -58.62 -527.6 -107.5 -263.8 -449.4 -234.5 683.9 48.85 605.8 -175.9 351.7 -175.9 -205.2 -908.6 -908.6
23.68 -938 78.16 -302.9 107.5 -879.8 9.77 -1036 -224.7 -508.1 -185.6 -429.9 478.7 -390.8 527.6 -400.6 224.7 -459.2 -293.1 -1377 -1377
23.685 -1201 -420.1 -693.7 -332.2 -1211 -498.3 -1260 -615.5 -410.4 -68.39 -840.3 283.3 -205.2 449.4 -381 -9.77 -752.3 -693.7 -1641 -1641
23.69 -1367 -732.8 -840.3 -742.6 -1211 -820.7 -1339 -1075 -410.4 -400.6 -732.8 58.62 -185.6 224.7 -488.5 -263.8 -918.4 -1045 -1837 -1837
23.695 -1505 -977.5 -1250 -879.8 -1514 -977.5 -1485 -1231 -312.7 -459.2 -1085 29.31 -254 68.39 -439.7 -293.1 -1172 -1231 -1983 -1983
23.7 -1681 -1172 -1534 -1153 -1710 -1114 -1632 -1416 -420.1 -586.2 -1153 -185.6 -429.9 -9.77 -635.6 -449.4 -1456 -1329 -2208 -2208
23.705 -1739 -1270 -1582 -1270 -1720 -1211 -1681 -1446 -488.5 -537.4 -977.5 -381 -615.5 -342 -644.8 -566.7 -1456 -1416 -2218 -2218
23.71 -1837 -1250 -1495 -1290 -1582 -1016 -1582 -1270 -410.4 -312.7 -830.5 -361.5 -605.8 -361.5 -615.5 -488.5 -1358 -1367 -2042 -2042
23.715 -1837 -1064 -1573 -1036 -1632 -732.8 -1651 -908.6 -556.9 48.85 -1240 -263.8 -820.7 -263.8 -713.2 -332.2 -1358 -1104 -1915 -1915
23.72 -1582 -801.2 -1016 -781.6 -1114 -429.9 -1250 -537.4 -381 117.2 -655.1 -214.9 -478.7 -87.93 -469 -214.9 -869.6 -742.6 -1406 -1406
23.725 -1339 -762.1 -1036 -517.8 -1240 -185.6 -1260 -166.1 -420.1 332.2 -1260 -78.16 -791.4 87.93 -664.4 -58.62 -781.6 -449.4 -1094 -1094
23.73 -723 -273.6 -263.8 29.31 -488.5 234.5 -683.9 263.8 -224.7 478.7 -351.7 224.7 175.9 390.8 -410.4 29.31 -9.77 127 -400.6 -400.6
23.735 -205.2 78.16 195.4 381 -136.8 566.7 -381 615.5 -58.62 625.3 -166.1 537.4 -19.54 674.2 -547.6 175.9 635.1 537.4 205.2 205.2
23.74 342 635.1 840.3 898.9 478.7 918.4 136.8 1006 127 977 302.9 547.1 205.2 615.5 -429.9 312.7 1280 1045 771.9 771.9
23.745 801.2 1104 1309 1299 957.5 1241 498.3 1231 117.2 1045 732.8 869.6 488.5 840.3 -351.7 302.9 1749 1417 1153 1153
23.75 1260 1534 1681 1700 1446 1505 898.9 1544 175.9 1231 869.6 1094 547.1 1114 -254 361.5 2120 1788 1505 1505
23.755 1231 1544 1553 1837 1553 1671 1036 1612 39.08 1075 1045 1544 488.5 1085 -205.2 293.1 1983 1983 1514 1514
23.76 1397 1817 1681 1993 1837 1817 1387 1788 214.9 1104 1182 1436 938 1329 -9.77 381 2042 2208 1710 1710
23.765 1163 1759 1593 1993 1935 1895 1729 1915 517.8 1124 1202 1798 459.2 1280 312.7 400.6 2012 2286 1827 1827
23.77 1153 2012 1475 1964 1847 1856 1808 1759 693.7 908.6 977 1651 986.8 1397 703.5 400.6 1856 2189 1671 1671
23.775 1221 2022 1446 1612 1749 1553 1788 1417 898.9 840.3 1163 1397 850 1202 938 254 1700 1944 1407 1407
23.78 1163 1905 1114 1241 1251 1016 1397 859.8 752.3 566.7 791.4 1026 654.6 1006 996.6 127 1192 1456 683.9 683.9
23.785 918.4 1641 508.1 605.8 469 498.3 703.5 254 469 205.2 185.6 576.5 537.4 615.5 596 9.77 381 693.7 -234.5 -234.5
23.79 420.1 1182 -107.5 0 -195.4 -117.2 146.6 -283.3 322.4 97.7 68.39 -117.2 234.5 283.3 361.5 -87.93 -371.3 -19.54 -840.3 -840.3
23.795 -342 791.4 -967.8 -332.2 -1036 -312.7 -556.9 -459.2 29.31 273.6 -918.4 -351.7 -175.9 214.9 -127 87.93 -1163 -410.4 -1505 -1505
23.8 -732.8 371.3 -1466 -527.6 -1426 -478.7 -918.4 -625.3 -97.7 234.5 -987.3 -498.3 -566.7 -78.16 -381 0 -1524 -732.8 -1759 -1759
23.805 -830.5 146.6 -1485 -781.6 -1456 -655.1 -1094 -820.7 -107.5 263.8 -1006 -655.1 -762.1 -351.7 -420.1 -146.6 -1466 -1036 -1768 -1768
23.81 -635.6 117.2 -1260 -771.9 -1250 -498.3 -1036 -801.2 -58.62 254 -1094 -498.3 -742.6 -214.9 -586.2 -127 -1192 -1124 -1582 -1582
23.815 -459.2 -78.16 -977.5 -977.5 -1075 -703.5 -1045 -1114 -78.16 -97.7 -635.6 -869.6 -840.3 -439.7 -302.9 -293.1 -859.8 -1329 -1397 -1397
23.82 -361.5 -185.6 -869.6 -928.2 -1094 -596 -1094 -1064 -254 -214.9 -732.8 -605.8 -1211 -185.6 -439.7 -342 -723 -1260 -1377 -1377
23.825 -400.6 -244.3 -918.4 -820.7 -1085 -498.3 -1104 -938 -390.8 -127 -508.1 -635.6 -840.3 -48.85 -234.5 -146.6 -693.7 -1124 -1319 -1319
23.83 -146.6 -342 -723 -771.9 -928.2 -478.7 -1025 -918.4 -537.4 -87.93 -302.9 -381 -1192 -9.77 -234.5 -136.8 -547.6 -1133 -1192 -1192
23.835 -273.6 -254 -928.2 -742.6 -1006 -322.4 -1104 -840.3 -742.6 -117.2 -371.3 -175.9 -996.6 -19.54 -732.8 -156.3 -655.1 -1055 -1133 -1133
23.84 -351.7 -410.4 -830.5 -1036 -859.8 -566.7 -996.6 -1006 -918.4 -244.3 -410.4 -762.1 -801.2 -254 -1085 -283.3 -644.8 -1094 -869.6 -869.6
23.845 -205.2 -390.8 -703.5 -1182 -732.8 -586.2 -859.8 -996.6 -977.5 -322.4 -390.8 -586.2 -762.1 -322.4 -1055 -361.5 -576.5 -1006 -556.9 -556.9
23.85 -342 -381 -547.6 -1114 -547.6 -527.6 -683.9 -859.8 -1114 -302.9 -312.7 -791.4 -762.1 -234.5 -1114 -244.3 -537.4 -771.9 -263.8 -263.8
23.855 -195.4 -175.9 -449.4 -898.9 -293.1 -400.6 -400.6 -674.6 -938 9.77 -527.6 -693.7 -781.6 -263.8 -713.2 -312.7 -263.8 -381 195.4 195.4
23.86 283.3 254 107.5 -312.7 156.3 97.7 58.62 -205.2 -615.5 263.8 19.54 -293.1 -576.5 19.54 -478.7 -136.8 127 146.6 615.5 615.5
23.865 302.9 605.8 400.6 146.6 488.5 508.1 478.7 68.39 -205.2 488.5 -39.08 -234.5 -420.1 39.08 -351.7 -97.7 420.1 556.9 1065 1065
23.87 508.1 791.4 781.6 449.4 879.3 732.8 820.7 244.3 9.77 351.7 429.9 -117.2 -361.5 87.93 -224.7 -156.3 762.1 850 1358 1358
23.875 683.9 1094 1045 820.7 1094 996.6 967.3 478.7 68.39 508.1 683.9 234.5 234.5 381 -224.7 -9.77 820.7 1212 1309 1309
23.88 429.9 1055 840.3 840.3 869.6 908.6 674.2 175.9 -439.7 78.16 517.8 175.9 -234.5 342 -439.7 -214.9 644.8 1212 859.8 859.8
23.885 586.2 1133 957.5 1045 986.8 947.7 703.5 68.39 -556.9 -107.5 635.1 351.7 146.6 283.3 -234.5 -205.2 674.2 1172 576.5 576.5
23.89 381 1163 625.3 898.9 605.8 644.8 390.8 -283.3 -820.7 -342 410.4 107.5 -166.1 224.7 -254 -410.4 332.2 1006 -58.62 -58.62
23.895 156.3 1133 488.5 810.9 478.7 469 283.3 -469 -635.6 -400.6 351.7 -78.16 -439.7 87.93 -68.39 -400.6 117.2 918.4 -390.8 -390.8
23.9 78.16 859.8 459.2 488.5 469 97.7 390.8 -605.8 -224.7 -302.9 820.7 -420.1 78.16 -166.1 312.7 -498.3 -48.85 742.6 -469 -469
23.905 -68.39 713.2 342 273.6 351.7 -39.08 400.6 -547.6 146.6 -78.16 664.4 -420.1 -224.7 9.77 439.7 -420.1 -214.9 576.5 -547.6 -547.6
23.91 39.08 166.1 361.5 -214.9 390.8 -449.4 556.9 -762.1 566.7 29.31 840.3 -615.5 312.7 -361.5 879.3 -488.5 -234.5 87.93 -332.2 -332.2
23.915 39.08 -146.6 48.85 -498.3 48.85 -635.6 361.5 -713.2 576.5 254 390.8 -723 195.4 -351.7 723 -439.7 -420.1 -263.8 -342 -342
23.92 -48.85 -469 -234.5 -850 -205.2 -869.6 107.5 -771.9 537.4 332.2 78.16 -1045 234.5 -605.8 566.7 -439.7 -586.2 -713.2 -420.1 -420.1
23.925 -78.16 -498.3 -508.1 -1045 -508.1 -1036 -224.7 -840.3 322.4 478.7 9.77 -1153 -136.8 -752.3 214.9 -342 -703.5 -967.8 -605.8 -605.8
23.93 -97.7 -449.4 -576.5 -869.6 -723 -781.6 -449.4 -459.2 312.7 938 -97.7 -683.9 -87.93 -596 39.08 -87.93 -644.8 -947.7 -537.4 -537.4
23.935 -371.3 -273.6 -674.6 -820.7 -1133 -889.1 -898.9 -390.8 78.16 1094 -175.9 -996.6 -801.2 -449.4 -322.4 39.08 -771.9 -908.6 -791.4 -791.4
23.94 -205.2 -117.2 -420.1 -508.1 -1025 -547.6 -898.9 0 146.6 1270 -107.5 -371.3 -302.9 -175.9 -263.8 371.3 -537.4 -576.5 -605.8 -605.8
23.945 -478.7 -332.2 -625.3 -703.5 -1406 -810.9 -1075 -127 48.85 1221 -371.3 -566.7 -723 -234.5 -508.1 175.9 -771.9 -723 -576.5 -576.5
23.95 -410.4 -293.1 -488.5 -674.6 -1143 -713.2 -742.6 156.3 263.8 1319 -400.6 -537.4 -381 -263.8 -351.7 234.5 -605.8 -586.2 -87.93 -87.93
23.955 -400.6 -293.1 -605.8 -625.3 -879.8 -556.9 -410.4 400.6 508.1 1436 -312.7 -488.5 -752.3 -244.3 -322.4 214.9 -537.4 -312.7 381 381
23.96 -625.3 -439.7 -752.3 -655.1 -713.2 -429.9 -185.6 556.9 713.2 1505 -498.3 -713.2 -947.7 -332.2 -478.7 156.3 -635.6 -254 732.8 732.8
23.965 -410.4 -400.6 -459.2 -439.7 -117.2 -185.6 293.1 840.3 1114 1573 39.08 -732.8 -635.6 -146.6 -195.4 283.3 -273.6 48.85 1221 1221
23.97 -371.3 -381 -283.3 -205.2 273.6 -39.08 576.5 908.6 1436 1397 -429.9 -771.9 -586.2 -107.5 -234.5 273.6 -29.31 136.8 1612 1612
23.975 -166.1 -361.5 -107.5 -48.85 459.2 -78.16 693.7 742.6 1407 996.6 78.16 -723 -361.5 -107.5 -234.5 195.4 195.4 214.9 1739 1739
23.98 19.54 -410.4 58.62 -9.77 654.6 -214.9 762.1 390.8 1251 322.4 9.77 -850 -68.39 -439.7 -244.3 -97.7 332.2 136.8 1671 1671
23.985 136.8 -439.7 234.5 48.85 742.6 -214.9 791.4 127 1036 -156.3 -68.39 -791.4 -29.31 -527.6 -273.6 -410.4 390.8 87.93 1534 1534
23.99 390.8 -537.4 517.8 0 947.7 -254 898.9 -322.4 840.3 -840.3 214.9 -371.3 -205.2 -410.4 -117.2 -683.9 586.2 -107.5 1319 1319
23.995 537.4 -371.3 635.1 78.16 1075 -214.9 967.3 -596 596 -1085 332.2 -87.93 224.7 -410.4 136.8 -987.3 762.1 29.31 1055 1055
