    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  Pz 
1.405 -693.7 -420.1 175.9 -214.9 -68.39 -801.2 166.1 -1094 117.2 -625.3 -234.5 -302.9 -556.9 -576.5 723 -547.6 -429.9 -214.9 -850 -850
1.41 -635.6 -801.2 342 -576.5 234.5 -1016 429.9 -1143 547.1 -723 136.8 -390.8 146.6 -830.5 1055 -635.6 -390.8 -547.6 -605.8 -605.8
1.415 -732.8 -840.3 29.31 -586.2 19.54 -869.6 351.7 -859.8 664.4 -498.3 39.08 -224.7 312.7 -332.2 1192 -420.1 -644.8 -655.1 -625.3 -625.3
1.42 -996.6 -1094 -205.2 -947.7 -166.1 -1045 117.2 -908.6 527.6 -693.7 -117.2 -644.8 371.3 -655.1 879.3 -596 -918.4 -928.2 -771.9 -771.9
1.425 -1055 -898.9 -312.7 -791.4 -322.4 -771.9 -48.85 -576.5 498.3 -517.8 -263.8 -156.3 205.2 -234.5 723 -283.3 -1104 -859.8 -713.2 -713.2
1.43 -1339 -1036 -683.9 -1016 -664.4 -908.6 -478.7 -596 136.8 -596 -322.4 -498.3 -244.3 -508.1 214.9 -361.5 -1348 -987.3 -898.9 -898.9
1.435 -1397 -938 -762.1 -859.8 -713.2 -742.6 -655.1 -410.4 -156.3 -850 -674.6 -68.39 -469 -107.5 -9.77 -234.5 -1280 -781.6 -781.6 -781.6
1.44 -996.6 -703.5 -498.3 -693.7 -312.7 -605.8 -410.4 -361.5 -195.4 -889.1 -244.3 9.77 -869.6 -214.9 107.5 -195.4 -908.6 -469 -449.4 -449.4
1.445 -732.8 -273.6 -127 -195.4 87.93 -214.9 -87.93 -19.54 -214.9 -947.7 117.2 537.4 -644.8 107.5 263.8 48.85 -342 -78.16 19.54 19.54
1.45 -469 146.6 224.7 254 527.6 312.7 263.8 361.5 -166.1 -810.9 127 664.4 -498.3 -19.54 400.6 175.9 97.7 322.4 449.4 449.4
1.455 107.5 654.6 1036 693.7 1221 693.7 752.3 830.5 -48.85 -556.9 850 1124 -29.31 508.1 596 469 703.5 928.2 967.3 967.3
1.46 68.39 693.7 957.5 869.6 1124 1026 693.7 1026 -283.3 -498.3 312.7 996.6 97.7 586.2 195.4 361.5 801.2 1075 996.6 996.6
1.465 205.2 713.2 1172 918.4 1290 1045 713.2 1124 -508.1 -312.7 605.8 1016 742.6 752.3 205.2 351.7 1006 1172 1133 1133
1.47 361.5 742.6 1172 928.2 1143 1065 527.6 1094 -703.5 -185.6 254 1172 664.4 947.7 -166.1 459.2 1143 1026 1104 1104
1.475 -29.31 576.5 879.3 830.5 742.6 1016 78.16 1075 -1045 97.7 9.77 1329 576.5 840.3 -312.7 625.3 1026 879.3 840.3 840.3
1.48 127 615.5 938 732.8 635.1 830.5 -185.6 850 -1133 302.9 185.6 1231 576.5 752.3 -429.9 732.8 977 723 625.3 625.3
1.485 -234.5 322.4 429.9 537.4 29.31 508.1 -723 566.7 -1299 596 -371.3 791.4 48.85 390.8 -693.7 771.9 459.2 322.4 29.31 29.31
1.49 -58.62 205.2 381 332.2 29.31 185.6 -820.7 146.6 -1201 361.5 -97.7 576.5 293.1 273.6 -459.2 615.5 361.5 87.93 -224.7 -224.7
1.495 -97.7 -78.16 78.16 -136.8 -254 -449.4 -947.7 -596 -1163 127 -175.9 -29.31 78.16 -283.3 -342 205.2 -87.93 -351.7 -596 -596
1.5 -381 -459.2 -332.2 -576.5 -469 -898.9 -1075 -1055 -1182 -97.7 -390.8 -273.6 136.8 -576.5 -410.4 -19.54 -566.7 -576.5 -996.6 -996.6
1.505 -312.7 -517.8 -293.1 -801.2 -302.9 -1211 -781.6 -1426 -908.6 -175.9 -127 -449.4 39.08 -830.5 -68.39 -322.4 -732.8 -830.5 -1085 -1085
1.51 -801.2 -898.9 -644.8 -1182 -439.7 -1446 -655.1 -1582 -625.3 -214.9 -273.6 -977.5 293.1 -928.2 78.16 -517.8 -1163 -1055 -1221 -1221
1.515 -1016 -1045 -791.4 -1377 -547.6 -1505 -498.3 -1582 -273.6 -224.7 -537.4 -1016 537.4 -987.3 244.3 -732.8 -1387 -1290 -1182 -1182
1.52 -1377 -1436 -1250 -1632 -801.2 -1661 -478.7 -1710 48.85 -527.6 -625.3 -1260 713.2 -1055 429.9 -850 -1739 -1573 -1367 -1367
1.525 -1720 -1505 -1436 -1749 -1085 -1720 -566.7 -1661 214.9 -459.2 -928.2 -1231 596 -1172 361.5 -791.4 -2110 -1827 -1514 -1514
1.53 -1632 -1534 -1416 -1837 -1124 -1876 -576.5 -1768 429.9 -498.3 -850 -1036 439.7 -1104 234.5 -752.3 -2100 -2022 -1456 -1456
1.535 -1641 -1582 -1456 -1846 -1250 -2051 -664.4 -1915 293.1 -732.8 -996.6 -928.2 361.5 -1036 205.2 -752.3 -2159 -2090 -1544 -1544
1.54 -1573 -1348 -1348 -1651 -1163 -2051 -703.5 -1798 263.8 -469 -928.2 -977.5 -146.6 -1231 -58.62 -674.6 -2090 -1837 -1456 -1456
1.545 -1143 -1143 -1036 -1456 -879.8 -1876 -429.9 -1553 293.1 -429.9 -928.2 -850 166.1 -908.6 195.4 -576.5 -1661 -1612 -1094 -1094
1.55 -879.8 -879.8 -713.2 -1153 -517.8 -1641 -156.3 -1221 283.3 -283.3 -596 -742.6 -39.08 -771.9 224.7 -488.5 -1270 -1172 -586.2 -586.2
1.555 -234.5 -400.6 -117.2 -576.5 136.8 -898.9 420.1 -449.4 527.6 146.6 -635.6 -342 234.5 -224.7 556.9 -175.9 -596 -459.2 175.9 175.9
1.56 117.2 -127 293.1 -29.31 488.5 -381 703.5 136.8 566.7 371.3 9.77 58.62 351.7 224.7 556.9 78.16 -97.7 185.6 742.6 742.6
1.565 635.1 322.4 879.3 351.7 938 -9.77 1045 576.5 703.5 654.6 302.9 166.1 820.7 654.6 566.7 214.9 420.1 586.2 1251 1251
1.57 791.4 625.3 1221 977 1094 644.8 1202 1153 820.7 1006 175.9 459.2 996.6 850 478.7 644.8 957.5 1055 1710 1710
1.575 1143 1202 1573 1397 1163 859.8 1104 1339 713.2 1075 801.2 527.6 928.2 1182 156.3 801.2 1358 1299 1808 1808
1.58 1436 1808 1710 1925 1163 1290 820.7 1651 390.8 1329 263.8 1143 732.8 1436 -449.4 1094 1632 1808 1759 1759
1.585 1768 2296 2042 2355 1358 1524 752.3 1690 254 1153 654.6 1485 752.3 1710 -351.7 1163 2198 1964 1778 1778
1.59 2247 2785 2237 2716 1329 1641 449.4 1632 -107.5 1006 820.7 1749 469 1661 -664.4 1182 2511 2022 1505 1505
1.595 2648 2687 2531 2735 1573 1456 586.2 1417 19.54 439.7 752.3 1436 605.8 1378 -205.2 1075 2892 1925 1534 1534
1.6 2872 3068 2423 2491 1280 1016 283.3 898.9 -195.4 -146.6 1016 1358 478.7 1231 -332.2 742.6 2755 1612 1026 1026
1.605 2550 2374 2277 1983 1348 615.5 459.2 449.4 205.2 -478.7 918.4 439.7 869.6 723 19.54 459.2 2511 1192 947.7 947.7
1.61 2129 2149 1935 1485 1075 214.9 342 -68.39 254 -967.8 947.7 214.9 889.1 683.9 -58.62 175.9 2042 781.6 537.4 537.4
1.615 1593 1720 1309 1065 644.8 -146.6 195.4 -478.7 273.6 -879.8 869.6 -214.9 1260 674.2 117.2 -87.93 1475 459.2 283.3 283.3
1.62 879.3 1006 977 664.4 449.4 -381 205.2 -752.3 302.9 -1036 752.3 -214.9 928.2 879.3 19.54 -127 898.9 351.7 9.77 9.77
1.625 703.5 1065 547.1 469 39.08 -400.6 87.93 -810.9 302.9 -859.8 195.4 78.16 625.3 791.4 97.7 -58.62 371.3 87.93 -214.9 -214.9
1.63 351.7 537.4 39.08 -166.1 -351.7 -957.5 -166.1 -1094 263.8 -889.1 -19.54 -615.5 439.7 429.9 78.16 -273.6 -156.3 -381 -439.7 -439.7
1.635 -19.54 293.1 -107.5 -205.2 -410.4 -850 -9.77 -742.6 576.5 -449.4 -185.6 -273.6 -39.08 244.3 87.93 39.08 -420.1 -449.4 -381 -381
1.64 -166.1 -117.2 -244.3 -693.7 -429.9 -1231 29.31 -762.1 703.5 -342 -58.62 -908.6 -87.93 -97.7 205.2 -58.62 -596 -655.1 -390.8 -390.8
1.645 -166.1 -312.7 -78.16 -771.9 -107.5 -1114 429.9 -420.1 1085 19.54 -78.16 -850 410.4 -195.4 586.2 166.1 -429.9 -615.5 -146.6 -146.6
1.65 9.77 -478.7 -58.62 -1016 48.85 -1231 586.2 -498.3 1192 -117.2 19.54 -1055 302.9 -449.4 703.5 29.31 -322.4 -713.2 -39.08 -39.08
1.655 -205.2 -674.6 -48.85 -791.4 244.3 -840.3 918.4 -9.77 1602 371.3 -234.5 -1045 615.5 -400.6 938 322.4 -263.8 -410.4 332.2 332.2
1.66 -293.1 -742.6 -312.7 -889.1 -19.54 -957.5 752.3 -29.31 1426 244.3 -361.5 -1348 478.7 -517.8 781.6 146.6 -469 -429.9 234.5 234.5
1.665 -478.7 -723 -244.3 -605.8 224.7 -615.5 986.8 351.7 1759 596 107.5 -928.2 654.6 -205.2 889.1 400.6 -342 -127 664.4 664.4
1.67 -820.7 -947.7 -175.9 -635.6 205.2 -596 1045 381 1827 762.1 -537.4 -1055 234.5 -214.9 840.3 283.3 -381 -185.6 879.3 879.3
1.675 -488.5 -781.6 -146.6 -498.3 214.9 -400.6 1075 625.3 2012 1055 29.31 -791.4 97.7 -97.7 703.5 332.2 -390.8 -107.5 1133 1133
1.68 -596 -693.7 -234.5 -224.7 29.31 -39.08 879.3 898.9 1817 1417 -429.9 -283.3 234.5 224.7 400.6 478.7 -517.8 175.9 1133 1133
1.685 -381 -488.5 -351.7 -166.1 -263.8 48.85 537.4 869.6 1505 1407 -644.8 -185.6 -273.6 166.1 -175.9 342 -605.8 205.2 928.2 928.2
1.69 -312.7 -156.3 -420.1 -9.77 -381 146.6 254 713.2 938 898.9 -586.2 127 -9.77 283.3 -390.8 156.3 -586.2 214.9 703.5 703.5
1.695 -273.6 68.39 -214.9 136.8 -214.9 263.8 87.93 547.1 566.7 459.2 -371.3 312.7 -429.9 439.7 -644.8 9.77 -371.3 381 537.4 537.4
1.7 -97.7 381 58.62 302.9 -9.77 273.6 -39.08 361.5 136.8 9.77 -195.4 429.9 -312.7 361.5 -840.3 -136.8 -68.39 527.6 361.5 361.5
1.705 29.31 556.9 361.5 508.1 185.6 371.3 -195.4 175.9 -322.4 -410.4 -254 908.6 -234.5 615.5 -781.6 -263.8 234.5 566.7 195.4 195.4
1.71 224.7 566.7 576.5 576.5 224.7 254 -302.9 -9.77 -596 -586.2 -9.77 263.8 156.3 449.4 -781.6 -400.6 556.9 469 136.8 136.8
1.715 224.7 615.5 586.2 762.1 48.85 185.6 -527.6 -29.31 -996.6 -732.8 -127 1065 322.4 703.5 -889.1 -283.3 566.7 449.4 9.77 9.77
1.72 214.9 410.4 410.4 576.5 -214.9 0 -693.7 -156.3 -1163 -644.8 0 527.6 293.1 429.9 -1045 -254 420.1 322.4 -97.7 -97.7
1.725 175.9 312.7 322.4 508.1 -273.6 -224.7 -586.2 -127 -1006 -332.2 205.2 693.7 48.85 635.1 -1064 -19.54 195.4 283.3 -97.7 -97.7
1.73 -58.62 146.6 -97.7 283.3 -547.6 -283.3 -683.9 -19.54 -938 146.6 -508.1 566.7 -244.3 420.1 -1124 175.9 -224.7 39.08 -195.4 -195.4
1.735 -9.77 -166.1 -107.5 -29.31 -381 -547.6 -361.5 -78.16 -508.1 429.9 -136.8 58.62 -547.6 156.3 -1045 224.7 -214.9 -195.4 -58.62 -58.62
1.74 -127 -371.3 -537.4 -342 -508.1 -596 -400.6 58.62 -410.4 752.3 -830.5 48.85 -390.8 342 -752.3 478.7 -596 -400.6 -254 -254
1.745 -361.5 -556.9 -655.1 -488.5 -449.4 -732.8 -224.7 58.62 -185.6 840.3 -615.5 -332.2 -429.9 -234.5 -674.6 488.5 -703.5 -635.6 -254 -254
1.75 -439.7 -439.7 -781.6 -351.7 -371.3 -605.8 -244.3 214.9 -254 1016 -742.6 -117.2 -469 48.85 -566.7 576.5 -820.7 -596 -371.3 -371.3
1.755 -615.5 -625.3 -840.3 -322.4 -234.5 -429.9 29.31 410.4 -78.16 1378 -488.5 -185.6 -97.7 -136.8 -166.1 703.5 -840.3 -488.5 -244.3 -244.3
1.76 -615.5 -556.9 -898.9 -429.9 -390.8 -488.5 -19.54 400.6 -48.85 1397 -488.5 -97.7 -224.7 97.7 -224.7 615.5 -996.6 -449.4 -254 -254
1.765 -781.6 -683.9 -987.3 -556.9 -371.3 -351.7 263.8 605.8 302.9 1925 -713.2 -185.6 -166.1 9.77 -127 693.7 -1006 -439.7 78.16 78.16
1.77 -635.6 -723 -869.6 -859.8 -244.3 -498.3 449.4 498.3 635.1 1905 -537.4 -390.8 117.2 78.16 68.39 605.8 -996.6 -566.7 390.8 390.8
1.775 -898.9 -801.2 -830.5 -762.1 -117.2 -381 683.9 683.9 1085 2208 -420.1 -166.1 -146.6 302.9 68.39 644.8 -1006 -390.8 723 723
1.78 -1006 -771.9 -732.8 -742.6 78.16 -342 938 683.9 1378 2345 -244.3 -322.4 234.5 146.6 351.7 478.7 -947.7 -146.6 977 977
1.785 -957.5 -771.9 -655.1 -742.6 117.2 -293.1 1006 713.2 1690 2697 -205.2 -312.7 0 107.5 449.4 449.4 -957.5 -97.7 1104 1104
1.79 -1064 -732.8 -664.4 -732.8 -9.77 -302.9 947.7 566.7 1593 2491 -596 -361.5 -78.16 -195.4 390.8 175.9 -889.1 -39.08 1133 1133
1.795 -1055 -596 -723 -439.7 -146.6 -19.54 830.5 683.9 1495 2667 -361.5 -166.1 -469 -234.5 312.7 156.3 -840.3 107.5 1085 1085
1.8 -762.1 -517.8 -762.1 -547.6 -293.1 -283.3 527.6 283.3 1006 2071 -820.7 -205.2 -322.4 -146.6 127 -185.6 -869.6 -58.62 801.2 801.2
1.805 -429.9 -283.3 -332.2 58.62 39.08 283.3 723 576.5 771.9 1827 48.85 195.4 -127 283.3 156.3 39.08 -381 283.3 938 938
1.81 -312.7 -156.3 -175.9 214.9 9.77 351.7 351.7 420.1 117.2 1309 -107.5 19.54 -127 488.5 -156.3 -19.54 -283.3 351.7 664.4 664.4
1.815 29.31 146.6 283.3 527.6 234.5 605.8 302.9 381 -342 693.7 117.2 224.7 146.6 586.2 -185.6 -87.93 136.8 615.5 566.7 566.7
1.82 -19.54 322.4 410.4 693.7 117.2 742.6 -117.2 234.5 -1094 332.2 -19.54 127 107.5 537.4 -615.5 -9.77 214.9 928.2 195.4 195.4
1.825 156.3 488.5 771.9 889.1 263.8 938 -283.3 78.16 -1534 29.31 78.16 185.6 -39.08 429.9 -693.7 -9.77 410.4 1065 -48.85 -48.85
1.83 390.8 830.5 1016 1153 439.7 1026 -332.2 -58.62 -1846 -195.4 547.1 459.2 322.4 478.7 -517.8 39.08 703.5 1104 -146.6 -146.6
1.835 517.8 967.3 1172 1221 517.8 1085 -332.2 -97.7 -1974 -351.7 537.4 498.3 537.4 586.2 -498.3 9.77 801.2 1143 -283.3 -283.3
1.84 586.2 1094 1143 1426 517.8 1182 -371.3 -19.54 -2012 -556.9 957.5 820.7 547.1 869.6 -508.1 87.93 801.2 1231 -439.7 -439.7
1.845 371.3 967.3 1055 1172 459.2 918.4 -322.4 -58.62 -1866 -683.9 703.5 615.5 322.4 771.9 -566.7 -9.77 664.4 977 -576.5 -576.5
1.85 517.8 1055 1085 1172 547.1 996.6 -9.77 87.93 -1329 -322.4 859.8 488.5 254 820.7 -244.3 302.9 625.3 1045 -527.6 -527.6
1.855 273.6 703.5 889.1 791.4 410.4 654.6 -39.08 -156.3 -1172 -742.6 820.7 381 -78.16 791.4 -390.8 254 312.7 732.8 -810.9 -810.9
1.86 322.4 859.8 791.4 840.3 312.7 693.7 19.54 -87.93 -840.3 -605.8 400.6 517.8 -273.6 449.4 -29.31 342 195.4 771.9 -996.6 -996.6
1.865 234.5 596 488.5 527.6 0 469 -9.77 -361.5 -625.3 -908.6 654.6 810.9 322.4 576.5 58.62 224.7 19.54 390.8 -1221 -1221
1.87 -263.8 58.62 19.54 156.3 -459.2 156.3 -234.5 -596 -537.4 -977.5 -390.8 576.5 87.93 19.54 -9.77 87.93 -390.8 -19.54 -1495 -1495
1.875 -459.2 -234.5 -254 -29.31 -742.6 58.62 -254 -576.5 -244.3 -732.8 -351.7 762.1 87.93 234.5 195.4 205.2 -605.8 -263.8 -1466 -1466
1.88 -791.4 -488.5 -478.7 -175.9 -898.9 9.77 -195.4 -449.4 97.7 -469 -605.8 576.5 29.31 -48.85 195.4 390.8 -840.3 -322.4 -1299 -1299
1.885 -810.9 -596 -312.7 -224.7 -664.4 -58.62 214.9 -205.2 791.4 97.7 -527.6 263.8 -127 136.8 508.1 644.8 -762.1 -332.2 -625.3 -625.3
1.89 -810.9 -605.8 -185.6 -117.2 -508.1 136.8 400.6 87.93 938 283.3 19.54 273.6 332.2 -9.77 596 713.2 -635.6 -175.9 -146.6 -146.6
1.895 -810.9 -498.3 9.77 -127 -302.9 214.9 752.3 400.6 1407 732.8 -224.7 205.2 234.5 68.39 683.9 732.8 -302.9 0 625.3 625.3
1.9 -683.9 -537.4 146.6 97.7 -68.39 644.8 830.5 840.3 1505 1133 87.93 635.1 97.7 244.3 371.3 840.3 -127 410.4 1016 1016
1.905 -508.1 -342 273.6 273.6 136.8 810.9 830.5 957.5 1485 1094 -156.3 830.5 -576.5 459.2 429.9 850 156.3 556.9 1212 1212
1.91 -361.5 -234.5 156.3 342 97.7 967.3 488.5 889.1 1172 820.7 -205.2 957.5 -224.7 654.6 136.8 830.5 29.31 566.7 918.4 918.4
1.915 -175.9 -87.93 185.6 429.9 136.8 908.6 312.7 674.2 918.4 517.8 -185.6 938 -420.1 713.2 117.2 762.1 136.8 605.8 723 723
1.92 -107.5 78.16 156.3 342 -29.31 537.4 -175.9 97.7 205.2 -508.1 0 654.6 -58.62 644.8 -146.6 537.4 78.16 498.3 19.54 19.54
1.925 9.77 146.6 283.3 361.5 -205.2 322.4 -439.7 -175.9 -185.6 -791.4 -361.5 478.7 58.62 273.6 -293.1 205.2 0 429.9 -488.5 -488.5
1.93 87.93 547.1 410.4 644.8 -302.9 293.1 -674.6 -351.7 -703.5 -1201 175.9 488.5 0 381 -586.2 127 19.54 537.4 -967.8 -967.8
1.935 351.7 742.6 625.3 801.2 -214.9 439.7 -703.5 -312.7 -996.6 -1231 469 469 127 244.3 -498.3 97.7 185.6 713.2 -1085 -1085
1.94 185.6 752.3 273.6 918.4 -547.6 547.1 -1025 -166.1 -1505 -1339 -127 478.7 -234.5 283.3 -762.1 136.8 -39.08 898.9 -1367 -1367
1.945 244.3 977 517.8 1348 -205.2 1075 -820.7 410.4 -1406 -908.6 205.2 898.9 -185.6 850 -732.8 556.9 293.1 1378 -1114 -1114
1.95 732.8 938 771.9 1290 58.62 996.6 -683.9 322.4 -1582 -1309 400.6 723 -107.5 537.4 -527.6 351.7 635.1 1241 -1045 -1045
1.955 918.4 820.7 830.5 1358 224.7 1153 -478.7 703.5 -1358 -967.8 -48.85 1045 -771.9 898.9 -586.2 596 801.2 1329 -781.6 -781.6
1.96 1368 889.1 830.5 1212 254 1075 -459.2 517.8 -1367 -1192 244.3 1075 -97.7 556.9 -429.9 302.9 977 1114 -713.2 -713.2
1.965 1387 302.9 908.6 810.9 439.7 771.9 -19.54 693.7 -752.3 -566.7 234.5 439.7 -254 449.4 -87.93 312.7 1036 928.2 -224.7 -224.7
1.97 1251 -9.77 556.9 449.4 136.8 508.1 -136.8 537.4 -635.6 -420.1 -78.16 254 -185.6 136.8 -68.39 87.93 752.3 469 -224.7 -224.7
1.975 1026 -48.85 361.5 205.2 0 244.3 -68.39 615.5 -371.3 293.1 -195.4 -127 -78.16 410.4 9.77 185.6 478.7 312.7 -9.77 -9.77
1.98 869.6 -205.2 312.7 -39.08 0 78.16 29.31 615.5 -185.6 693.7 78.16 29.31 -283.3 293.1 -19.54 332.2 273.6 156.3 195.4 195.4
1.985 791.4 58.62 205.2 -136.8 -19.54 -78.16 9.77 596 -185.6 938 -195.4 -68.39 -107.5 195.4 254 390.8 117.2 -19.54 263.8 263.8
1.99 381 -342 -156.3 -381 -244.3 -117.2 -19.54 693.7 -29.31 1045 -58.62 0 -351.7 195.4 371.3 527.6 -87.93 -175.9 439.7 439.7
1.995 234.5 -478.7 -205.2 -517.8 -166.1 -234.5 48.85 732.8 48.85 1202 -195.4 -469 -273.6 -263.8 478.7 459.2 -214.9 -244.3 547.1 547.1
2 146.6 -752.3 -488.5 -713.2 -459.2 -429.9 -205.2 537.4 -136.8 742.6 -39.08 -596 -1036 -136.8 361.5 117.2 -498.3 -439.7 254 254
2.005 332.2 -556.9 -449.4 -537.4 -390.8 -273.6 -136.8 752.3 0 1006 78.16 -478.7 -293.1 -185.6 488.5 127 -537.4 -302.9 312.7 312.7
2.01 214.9 -556.9 -674.6 -517.8 -723 -351.7 -371.3 478.7 -136.8 771.9 -244.3 -752.3 -781.6 -390.8 146.6 -175.9 -635.6 -449.4 58.62 58.62
2.015 371.3 -459.2 -566.7 -234.5 -566.7 -97.7 -234.5 527.6 78.16 898.9 -78.16 -439.7 -39.08 -302.9 381 -107.5 -488.5 -254 136.8 136.8
2.02 117.2 -566.7 -723 -293.1 -742.6 -146.6 -381 390.8 39.08 1075 -556.9 -547.6 -175.9 -322.4 263.8 -127 -605.8 -293.1 -87.93 -87.93
2.025 263.8 -576.5 -556.9 -332.2 -596 -273.6 -390.8 -48.85 -19.54 683.9 -234.5 -390.8 -87.93 -332.2 273.6 -351.7 -508.1 -459.2 -312.7 -312.7
2.03 654.6 -488.5 29.31 -410.4 -78.16 -312.7 -97.7 -322.4 166.1 498.3 420.1 -175.9 244.3 -205.2 674.2 -517.8 -78.16 -508.1 -136.8 -136.8
2.035 742.6 -244.3 185.6 -107.5 97.7 9.77 -78.16 -273.6 29.31 429.9 361.5 273.6 78.16 117.2 596 -439.7 87.93 -263.8 -87.93 -87.93
2.04 732.8 -469 283.3 -234.5 146.6 -117.2 -156.3 -390.8 -254 214.9 97.7 58.62 -185.6 0 283.3 -605.8 97.7 -136.8 -156.3 -156.3
2.045 459.2 -537.4 263.8 107.5 224.7 283.3 -205.2 -9.77 -527.6 478.7 -68.39 87.93 -97.7 0 68.39 -351.7 97.7 175.9 -58.62 -58.62
2.05 332.2 -703.5 78.16 68.39 146.6 254 -381 48.85 -987.3 166.1 -136.8 -273.6 -703.5 -29.31 -312.7 -283.3 9.77 146.6 -136.8 -136.8
2.055 136.8 -644.8 68.39 156.3 205.2 361.5 -469 254 -1367 332.2 -234.5 -361.5 -674.6 -78.16 -410.4 9.77 68.39 254 -156.3 -156.3
2.06 322.4 -449.4 488.5 410.4 723 664.4 -175.9 527.6 -1270 488.5 820.7 -195.4 420.1 224.7 -127 361.5 439.7 644.8 156.3 156.3
2.065 78.16 -351.7 254 410.4 390.8 674.2 -449.4 635.1 -1446 342 -58.62 -224.7 -244.3 283.3 -283.3 420.1 283.3 605.8 19.54 19.54
2.07 156.3 -273.6 508.1 478.7 586.2 762.1 -166.1 703.5 -1143 459.2 605.8 -58.62 469 244.3 48.85 410.4 400.6 605.8 156.3 156.3
2.075 -361.5 -625.3 9.77 263.8 107.5 615.5 -390.8 703.5 -1104 683.9 117.2 -332.2 -29.31 48.85 -302.9 293.1 -117.2 390.8 -136.8 -136.8
2.08 -801.2 -742.6 -381 -48.85 -293.1 322.4 -517.8 390.8 -1016 576.5 -547.6 -390.8 -469 -107.5 -214.9 39.08 -586.2 78.16 -410.4 -410.4
2.085 -1104 -1124 -537.4 -244.3 -439.7 87.93 -410.4 410.4 -537.4 918.4 -263.8 -655.1 -732.8 -293.1 -234.5 -19.54 -938 -97.7 -547.6 -547.6
2.09 -1446 -1211 -889.1 -674.6 -683.9 -283.3 -302.9 254 -127 1075 -713.2 -752.3 -1025 -332.2 195.4 -146.6 -1319 -429.9 -527.6 -527.6
2.095 -1426 -1436 -1025 -820.7 -742.6 -459.2 -58.62 351.7 498.3 1534 -635.6 -987.3 -1094 -556.9 459.2 -166.1 -1436 -488.5 -322.4 -322.4
2.1 -1641 -1299 -1319 -859.8 -977.5 -400.6 -127 459.2 732.8 1651 -947.7 -742.6 -1280 -293.1 478.7 -136.8 -1593 -410.4 -332.2 -332.2
2.105 -1446 -1367 -1153 -957.5 -840.3 -420.1 136.8 576.5 1260 1964 -410.4 -586.2 -879.8 185.6 664.4 107.5 -1377 -410.4 -19.54 -19.54
2.11 -1798 -1397 -1319 -1016 -1153 -498.3 -166.1 410.4 1055 1651 -1006 -655.1 -1153 -273.6 273.6 -156.3 -1466 -517.8 -244.3 -244.3
2.115 -1632 -1319 -1280 -928.2 -1094 -224.7 -39.08 517.8 1339 1583 -957.5 -566.7 -644.8 -48.85 254 -9.77 -1201 -478.7 -58.62 -58.62
2.12 -1768 -1299 -1436 -1104 -1270 -635.6 -390.8 78.16 967.3 957.5 -996.6 -508.1 -449.4 -234.5 185.6 -449.4 -1367 -527.6 -449.4 -449.4
2.125 -1759 -1260 -1485 -987.3 -1319 -478.7 -498.3 19.54 859.8 762.1 -938 -263.8 -586.2 -263.8 29.31 -537.4 -1485 -527.6 -537.4 -537.4
2.13 -1651 -1016 -1475 -938 -1416 -635.6 -810.9 -361.5 390.8 166.1 -1045 -517.8 -762.1 -449.4 -58.62 -830.5 -1632 -605.8 -977.5 -977.5
2.135 -1514 -1025 -1240 -947.7 -1182 -830.5 -810.9 -625.3 273.6 -224.7 -889.1 -361.5 -859.8 -381 -87.93 -987.3 -1553 -674.6 -1006 -1006
2.14 -1406 -898.9 -1133 -683.9 -1192 -674.6 -967.8 -537.4 68.39 -302.9 -947.7 -371.3 -1085 -449.4 -332.2 -801.2 -1641 -498.3 -1211 -1211
2.145 -1358 -977.5 -977.5 -810.9 -977.5 -879.8 -889.1 -781.6 9.77 -762.1 -996.6 -547.6 -879.8 -488.5 -273.6 -918.4 -1348 -683.9 -1192 -1192
2.15 -879.8 -898.9 -664.4 -742.6 -742.6 -869.6 -771.9 -771.9 -9.77 -938 -390.8 -547.6 -810.9 -449.4 -107.5 -1006 -1064 -762.1 -1172 -1172
2.155 -781.6 -732.8 -469 -488.5 -488.5 -635.6 -586.2 -644.8 9.77 -859.8 -390.8 -146.6 -342 -97.7 68.39 -703.5 -693.7 -683.9 -967.8 -967.8
2.16 -429.9 -351.7 -156.3 -312.7 -273.6 -498.3 -537.4 -596 -117.2 -1085 -107.5 58.62 -175.9 -254 127 -655.1 -420.1 -488.5 -869.6 -869.6
2.165 -234.5 87.93 58.62 48.85 97.7 -146.6 -322.4 -371.3 -107.5 -938 107.5 429.9 420.1 195.4 97.7 -371.3 -166.1 -185.6 -488.5 -488.5
2.17 -9.77 273.6 283.3 175.9 439.7 29.31 -87.93 -254 -205.2 -1114 175.9 498.3 586.2 0 -97.7 -185.6 117.2 29.31 -48.85 -48.85
2.175 175.9 586.2 488.5 508.1 713.2 342 146.6 -48.85 -244.3 -1329 381 889.1 703.5 322.4 58.62 -175.9 469 400.6 322.4 322.4
2.18 342 605.8 742.6 586.2 1026 508.1 342 166.1 -273.6 -1172 850 1045 947.7 371.3 -19.54 -224.7 674.2 801.2 654.6 654.6
2.185 351.7 996.6 820.7 1036 1075 938 605.8 537.4 -175.9 -987.3 615.5 1681 664.4 615.5 39.08 -19.54 908.6 1114 928.2 928.2
2.19 381 732.8 977 1006 1231 1006 918.4 762.1 97.7 -859.8 723 1808 752.3 488.5 205.2 -48.85 1143 1192 1397 1397
