    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
12.94 -33.04 -39.04 -23.06 1.952 -10.05 -60.01 -81.05 -47.07 -3.037 29.93 -15.04 -35.07 -3.037 2.964 -6.001
12.9467 -46.06 -52.06 -23.06 -1.012 -24 -67.02 -75.05 -49.02 3.977 16.99 -30 -35.07 0 -15.04 -17.06
12.9533 -39.04 -43.02 -15.04 14.97 -26.03 -64.06 -55.02 -37.02 27.98 9.978 -31.02 -23.06 -2.024 -17.06 -16.05
12.96 -20.03 -11.06 8.965 36.95 -17.06 -42.01 -21.04 -21.04 40.99 0.9399 -29.06 -4.049 -10.05 -19.02 -22.05
12.9667 7.953 33.98 43.96 50.97 -2.024 -10.05 8.965 2.964 33.98 -15.04 -22.05 0.9399 -42.01 -31.02 -37.02
12.9733 39.98 76.93 71.94 51.98 10.99 17.93 34.99 28.99 20.97 -32.03 -19.02 0.9399 -71.07 -45.04 -55.02
12.98 57.99 97.97 76.93 35.93 20.97 43.96 41.93 40.99 0.9399 -43.02 -21.04 0.9399 -83 -59.07 -66.01
12.9867 59.94 95.94 60.95 21.98 24.94 49.96 36.95 38.97 -4.049 -43.02 -25.02 -3.037 -83 -67.02 -62.03
12.9933 56.97 79.96 37.96 11.93 28.99 44.97 20.97 26.97 -7.013 -26.03 -25.02 -6.001 -68.04 -63.05 -46.06
13 55.96 57.99 15.98 4.989 35.93 32.97 9.978 10.99 -5.061 0 -15.04 -1.012 -49.02 -43.02 -27.04
13.0067 55.96 45.98 1.952 0.9399 49.96 25.96 9.978 3.977 0.9399 39.98 1.952 5.929 -23.06 -11.06 0.9399
13.0133 51.98 32.97 0.9399 0 59.94 26.97 8.965 9.978 11.93 88.93 29.93 22.99 7.953 28.99 31.96
13.02 28.99 12.94 -6.001 -2.024 54.95 17.93 0 8.965 24.94 115 41.93 31.96 32.97 62.97 61.96
13.0267 -2.024 -9.038 -22.05 -9.038 31.96 -1.012 -30 1.952 20.97 111 35.93 24.94 37.96 76.93 74.98
13.0333 -18 -38.03 -38.03 -20.03 4.989 -25.02 -65.07 -24 8.965 85.97 15.98 1.952 30.94 68.98 63.99
13.04 -26.03 -46.06 -40.05 -22.05 -4.049 -47.07 -80.04 -52.06 1.952 60.95 0.9399 -15.04 16.99 48.95 43.96
13.0467 -20.03 -32.03 -26.03 -12 -8.025 -49.02 -62.03 -56.03 0.9399 44.97 -9.038 -19.02 4.989 32.97 31.96
13.0533 -11.06 -13.01 -7.013 3.977 -3.037 -37.02 -32.03 -31.02 17.93 39.98 -9.038 -5.061 5.929 28.99 31.96
13.06 -6.001 0.9399 0 19.96 1.952 -17.06 -5.061 1.952 33.98 38.97 -1.012 9.978 8.965 30.94 37.96
13.0667 -3.037 0 1.952 27.98 -1.012 -3.037 -2.024 21.98 35.93 31.96 0.9399 19.96 3.977 28.99 33.98
13.0733 0.9399 3.977 5.929 29.93 -5.061 0 0 29.93 29.93 19.96 -5.061 17.93 -3.037 14.97 15.98
13.08 1.952 17.93 17.93 33.98 -9.038 3.977 8.965 29.93 27.98 4.989 -17.06 9.978 -15.04 -5.061 -3.037
13.0867 9.978 35.93 35.93 39.98 -3.037 9.978 25.96 34.99 29.93 -1.012 -27.04 7.953 -17.06 -25.02 -17.06
13.0933 23.93 45.98 43.96 39.98 8.965 19.96 34.99 47 35.93 0.9399 -19.02 19.96 -11.06 -29.06 -11.06
13.1 35.93 43.96 37.96 33.98 30.94 29.93 32.97 53 35.93 14.97 0 35.93 -5.061 -11.06 3.977
13.1067 45.98 37.96 23.93 21.98 42.95 36.95 27.98 47.94 28.99 24.94 21.98 43.96 -3.037 2.964 23.93
13.1133 44.97 37.96 19.96 12.94 42.95 36.95 12.94 30.94 22.99 25.96 33.98 43.96 -4.049 10.99 33.98
13.12 35.93 41.93 29.93 13.95 26.97 27.98 8.965 16.99 21.98 14.97 27.98 37.96 -2.024 8.965 37.96
13.1267 22.99 35.93 37.96 23.93 10.99 13.95 5.929 15.98 29.93 0 12.94 30.94 11.93 2.964 37.96
13.1333 1.952 17.93 33.98 23.93 -5.061 -5.061 -9.038 17.93 27.98 -15.04 -9.038 19.96 13.95 0.9399 29.93
13.14 -11.06 0 19.96 19.96 -25.02 -24 -29.06 8.965 18.94 -35.07 -34.05 0.9399 0 -9.038 12.94
13.1467 -22.05 -15.04 9.978 14.97 -39.04 -36.01 -39.04 -4.049 12.94 -52.06 -51.04 -15.04 -8.025 -29.06 -5.061
13.1533 -24 -6.001 10.99 18.94 -39.04 -31.02 -39.04 -19.02 21.98 -43.02 -48.01 -20.03 -10.05 -37.02 -18
13.16 -10.05 2.964 16.99 32.97 -26.03 -17.06 -20.03 -18 39.98 -21.04 -28.05 -10.05 -1.012 -29.06 -16.05
13.1667 3.977 16.99 22.99 45.98 -4.049 1.952 3.977 -1.012 53 0 -1.012 8.965 9.978 -13.01 -4.049
13.1733 20.97 29.93 32.97 53.94 16.99 20.97 28.99 18.94 59 19.96 18.94 32.97 12.94 0.9399 3.977
13.18 31.96 38.97 44.97 54.95 35.93 43.96 49.96 40.99 54.95 30.94 33.98 49.96 7.953 10.99 10.99
13.1867 37.96 48.95 54.95 53 39.98 54.95 59.94 59 48.95 32.97 38.97 54.95 1.952 10.99 14.97
13.1933 36.95 49.96 54.95 44.97 32.97 53 42.95 61.96 37.96 26.97 27.98 47 1.952 4.989 13.95
13.2 35.93 40.99 42.95 36.95 25.96 36.95 27.98 47 26.97 22.99 8.965 30.94 -7.013 -5.061 4.989
13.2067 33.98 28.99 30.94 28.99 25.96 25.96 21.98 30.94 16.99 24.94 1.952 19.96 -9.038 -15.04 1.952
13.2133 38.97 23.93 24.94 27.98 38.97 20.97 26.97 26.97 18.94 39.98 8.965 16.99 -2.024 -7.013 1.952
13.22 41.93 20.97 24.94 23.93 48.95 26.97 33.98 29.93 22.99 59.94 29.93 22.99 5.929 6.941 14.97
13.2267 40.99 22.99 20.97 12.94 47 31.96 28.99 32.97 19.96 65.94 38.97 22.99 10.99 28.99 28.99
13.2333 36.95 28.99 14.97 -1.012 33.98 31.96 13.95 19.96 5.929 57.99 42.95 8.965 2.964 38.97 30.94
13.24 28.99 33.98 9.978 -8.025 13.95 22.99 1.952 -4.049 -4.049 40.99 29.93 -5.061 -4.049 36.95 15.98
13.2467 15.98 34.99 5.929 -13.01 1.952 14.97 -1.012 -22.05 -14.03 29.93 18.94 -16.05 -15.04 28.99 0.9399
13.2533 3.977 19.96 -2.024 -9.038 -1.012 3.977 -5.061 -29.06 -11.06 29.93 9.978 -21.04 -15.04 24.94 -7.013
13.26 1.952 -2.024 -7.013 -7.013 0 1.952 -8.025 -25.02 -5.061 29.93 2.964 -14.03 -14.03 22.99 -7.013
13.2667 -1.012 -11.06 -15.04 -9.038 0 -5.061 -14.03 -20.03 -3.037 22.99 -2.024 -7.013 -19.02 18.94 -3.037
13.2733 1.952 -13.01 -15.04 -10.05 0 -10.05 -24 -16.05 -4.049 11.93 -3.037 -5.061 -18 4.989 -1.012
13.28 -2.024 -3.037 -7.013 -13.01 -1.012 -12 -27.04 -17.06 -8.025 2.964 -13.01 -5.061 -19.02 -11.06 -1.012
13.2867 -1.012 -2.024 -3.037 -19.02 0.9399 -17.06 -22.05 -16.05 -15.04 4.989 -23.06 -5.061 -13.01 -23.06 0.9399
13.2933 -3.037 -3.037 -11.06 -25.02 2.964 -15.04 -20.03 -16.05 -17.06 16.99 -23.06 0.9399 -1.012 -21.04 5.929
13.3 0.9399 -15.04 -21.04 -29.06 7.953 -11.06 -17.06 -18 -15.04 31.96 -13.01 1.952 9.978 -3.037 23.93
13.3067 0 -27.04 -27.04 -27.04 13.95 -7.013 -12 -15.04 -11.06 42.95 0.9399 7.953 23.93 14.97 39.98
13.3133 -2.024 -29.06 -21.04 -27.04 17.93 -7.013 -15.04 -17.06 -11.06 45.98 9.978 5.929 31.96 34.99 45.98
13.32 -3.037 -25.02 -17.06 -31.02 13.95 -13.01 -19.02 -23.06 -19.02 39.98 15.98 -2.024 27.98 44.97 41.93
13.3267 -13.01 -21.04 -21.04 -37.02 3.977 -15.04 -16.05 -30 -25.02 27.98 11.93 -5.061 15.98 44.97 31.96
13.3333 -19.02 -25.02 -29.06 -37.02 -5.061 -17.06 -16.05 -34.05 -25.02 11.93 5.929 -7.013 7.953 40.99 27.98
13.34 -23.06 -31.02 -36.01 -35.07 -13.01 -19.02 -13.01 -35.07 -21.04 0.9399 1.952 -5.061 6.941 36.95 24.94
13.3467 -29.06 -37.02 -36.01 -35.07 -19.02 -21.04 -15.04 -29.06 -19.02 0 -2.024 0.9399 8.965 30.94 18.94
13.3533 -30 -41.07 -38.03 -32.03 -17.06 -25.02 -21.04 -24 -14.03 -4.049 -1.012 1.952 16.99 30.94 12.94
13.36 -30 -36.01 -38.03 -30 -12 -22.05 -13.01 -24 -8.025 -14.03 -3.037 12.94 19.96 26.97 10.99
13.3667 -23.06 -31.02 -32.03 -25.02 -7.013 -11.06 7.953 -13.01 -3.037 -22.05 -2.024 25.96 16.99 22.99 16.99
13.3733 -7.013 -19.02 -17.06 -17.06 3.977 5.929 34.99 2.964 0 -17.06 9.978 36.95 16.99 24.94 21.98
13.38 5.929 -5.061 -2.024 -13.01 19.96 23.93 53.94 15.98 -1.012 0.9399 29.93 39.98 13.95 28.99 27.98
13.3867 20.97 1.952 13.95 -14.03 34.99 39.98 61.96 25.96 -8.025 14.97 42.95 35.93 14.97 32.97 29.93
13.3933 26.97 6.941 15.98 -14.03 42.95 40.99 48.95 26.97 -14.03 31.96 45.98 24.94 13.95 34.99 27.98
13.4 20.97 2.964 4.989 -15.04 36.95 30.94 37.96 15.98 -18 32.97 40.99 13.95 9.978 36.95 20.97
13.4067 0.9399 -2.024 -2.024 -15.04 18.94 14.97 24.94 2.964 -16.05 21.98 30.94 3.977 5.929 30.94 14.97
13.4133 -17.06 -7.013 -7.013 -18 0.9399 0 7.953 -2.024 -13.01 9.978 12.94 -1.012 5.929 26.97 3.977
13.42 -29.06 -9.038 -7.013 -18 -13.01 -9.038 -4.049 -12 -7.013 -2.024 3.977 -1.012 10.99 24.94 0
13.4267 -30 -20.03 -8.025 -20.03 -12 -14.03 -7.013 -11.06 1.952 -9.038 2.964 6.941 22.99 28.99 6.941
13.4333 -22.05 -28.05 -11.06 -24 -5.061 -12 -2.024 -6.001 6.941 -1.012 11.93 18.94 39.98 48.95 20.97
13.44 -16.05 -37.02 -17.06 -29.06 1.952 -5.061 4.989 -1.012 6.941 0.9399 26.97 26.97 48.95 62.97 36.95
13.4467 -14.03 -28.05 -17.06 -32.03 0.9399 1.952 16.99 1.952 -1.012 -2.024 29.93 28.99 45.98 68.98 42.95
13.4533 -8.025 -6.001 -2.024 -32.03 1.952 4.989 21.98 1.952 -4.049 -15.04 20.97 22.99 34.99 54.95 34.99
13.46 -3.037 11.93 17.93 -26.03 -1.012 11.93 28.99 6.941 -9.038 -30 15.98 18.94 18.94 38.97 17.93
13.4667 -2.024 23.93 31.96 -22.05 0.9399 19.96 39.98 20.97 -7.013 -39.04 14.97 18.94 9.978 24.94 3.977
13.4733 4.989 24.94 34.99 -15.04 2.964 20.97 42.95 32.97 0 -37.02 18.94 21.98 7.953 16.99 1.952
13.48 4.989 20.97 26.97 -13.01 4.989 18.94 39.98 31.96 1.952 -32.03 18.94 23.93 7.953 14.97 0
13.4867 0.9399 16.99 15.98 -18 0.9399 18.94 30.94 26.97 -4.049 -33.04 11.93 16.99 3.977 -1.012 -11.06
13.4933 0 9.978 7.953 -20.03 0.9399 11.93 15.98 16.99 -14.03 -36.01 0.9399 1.952 -2.024 -13.01 -31.02
13.5 -11.06 0.9399 1.952 -25.02 -5.061 1.952 1.952 3.977 -21.04 -33.04 -7.013 -7.013 -13.01 -29.06 -45.04
13.5067 -17.06 -9.038 -1.012 -25.02 -7.013 -3.037 1.952 -1.012 -17.06 -21.04 -11.06 -12 -16.05 -29.06 -45.04
13.5133 -21.04 -19.02 -6.001 -25.02 -9.038 -15.04 -1.012 0.9399 -11.06 -6.001 -15.04 -9.038 -8.025 -19.02 -28.05
13.52 -18 -18 -10.05 -22.05 -8.025 -18 -5.061 -2.024 -6.001 -1.012 -15.04 0 1.952 -13.01 -12
13.5267 -14.03 -17.06 -16.05 -24 -6.001 -15.04 -3.037 0 -4.049 4.989 -9.038 0 4.989 -1.012 -6.001
13.5333 -9.038 -13.01 -18 -27.04 -1.012 -9.038 -3.037 0.9399 -7.013 14.97 -2.024 1.952 10.99 6.941 1.952
13.54 -5.061 -11.06 -18 -31.02 0 -5.061 -1.012 -1.012 -9.038 20.97 5.929 1.952 12.94 24.94 0.9399
13.5467 -3.037 -9.038 -17.06 -33.04 1.952 -5.061 0 0 -9.038 11.93 7.953 -2.024 11.93 34.99 5.929
13.5533 -3.037 -7.013 -15.04 -33.04 0.9399 -9.038 -8.025 -2.024 -9.038 0.9399 0 0.9399 15.98 32.97 9.978
13.56 -7.013 -3.037 -13.01 -29.06 -11.06 -13.01 -9.038 -7.013 -5.061 -15.04 -5.061 -2.024 19.96 20.97 9.978
13.5667 -11.06 0.9399 -3.037 -19.02 -21.04 -13.01 -1.012 -5.061 -1.012 -29.06 -11.06 1.952 23.93 4.989 7.953
13.5733 -7.013 1.952 5.929 -7.013 -21.04 -5.061 5.929 0 -2.024 -36.01 -11.06 3.977 21.98 -7.013 -2.024
13.58 0.9399 11.93 19.96 -2.024 -15.04 0 16.99 7.953 0 -39.04 -7.013 3.977 9.978 -21.04 -13.01
13.5867 6.941 21.98 25.96 0.9399 0 9.978 27.98 17.93 0.9399 -30 -2.024 1.952 1.952 -25.02 -29.06
13.5933 12.94 25.96 27.98 0.9399 6.941 19.96 29.93 23.93 -1.012 -4.049 11.93 1.952 -8.025 -19.02 -37.02
13.6 12.94 25.96 26.97 0.9399 16.99 23.93 22.99 23.93 0 22.99 20.97 1.952 -12 -1.012 -37.02
13.6067 6.941 18.94 20.97 0.9399 11.93 16.99 12.94 22.99 -4.049 38.97 10.99 -3.037 -19.02 4.989 -38.03
13.6133 -2.024 1.952 7.953 -12 1.952 0.9399 -7.013 9.978 -16.05 34.99 -7.013 -21.04 -26.03 2.964 -49.02
13.62 -15.04 -4.049 -1.012 -26.03 -12 -20.03 -28.05 -10.05 -29.06 18.94 -29.06 -39.04 -25.02 -11.06 -58.06
13.6267 -21.04 -11.06 -21.04 -35.07 -15.04 -27.04 -31.02 -33.04 -31.02 3.977 -39.04 -43.02 -21.04 -17.06 -55.02
13.6333 -18 -9.038 -30 -34.05 -6.001 -21.04 -21.04 -35.07 -21.04 10.99 -24 -25.02 0.9399 -3.037 -33.04
13.64 -14.03 -14.03 -36.01 -33.04 -2.024 -10.05 -12 -20.03 -9.038 26.97 -4.049 0.9399 14.97 24.94 0
13.6467 -15.04 -25.02 -41.07 -31.02 1.952 -4.049 -9.038 -2.024 1.952 41.93 9.978 14.97 29.93 48.95 25.96
13.6533 -15.04 -23.06 -39.04 -31.02 -2.024 -8.025 -10.05 0.9399 2.964 41.93 15.98 24.94 40.99 59 45.98
13.66 -8.025 -8.025 -26.03 -27.04 0 -3.037 1.952 0 3.977 27.98 14.97 24.94 38.97 54.95 48.95
13.6667 -2.024 10.99 -6.001 -20.03 6.941 6.941 19.96 2.964 5.929 18.94 18.94 22.99 29.93 44.97 32.97
13.6733 13.95 28.99 2.964 -8.025 22.99 29.93 40.99 11.93 8.965 19.96 32.97 24.94 18.94 40.99 16.99
13.68 30.94 39.98 13.95 0.9399 32.97 51.98 55.96 23.93 10.99 26.97 53.94 28.99 8.965 42.95 10.99
13.6867 33.98 43.96 20.97 10.99 31.96 65 61.96 32.97 11.93 20.97 56.97 30.94 6.941 34.99 6.941
13.6933 29.93 49.96 39.98 22.99 22.99 59.94 61.96 41.93 14.97 -1.012 41.93 26.97 4.989 8.965 1.952
13.7 25.96 56.97 56.97 32.97 12.94 47.94 60.95 47.94 20.97 -9.038 14.97 22.99 0.9399 -19.02 -14.03
13.7067 23.93 56.97 62.97 38.97 14.97 42.95 63.99 56.97 29.93 4.989 0.9399 24.94 3.977 -31.02 -20.03
13.7133 28.99 50.97 53 37.96 23.93 39.98 53.94 63.99 27.98 43.96 4.989 26.97 4.989 -13.01 -14.03
13.72 21.98 35.93 33.98 23.93 21.98 28.99 32.97 54.95 20.97 67.96 11.93 22.99 4.989 2.964 -5.061
13.7267 5.929 17.93 15.98 7.953 9.978 10.99 9.978 38.97 8.965 61.96 7.953 10.99 1.952 8.965 -5.061
13.7333 -10.05 -1.012 8.965 0.9399 -5.061 -2.024 -2.024 16.99 1.952 40.99 0 -2.024 0 4.989 -8.025
13.74 -22.05 -7.013 6.941 -4.049 -16.05 -15.04 -9.038 -2.024 1.952 30.94 -8.025 -1.012 1.952 2.964 -1.012
13.7467 -25.02 -15.04 -3.037 -11.06 -19.02 -19.02 -11.06 -7.013 -3.037 31.96 -3.037 -1.012 1.952 14.97 5.929
13.7533 -15.04 -12 -17.06 -14.03 -14.03 -14.03 -16.05 -8.025 -9.038 32.97 1.952 -1.012 5.929 18.94 12.94
13.76 -4.049 -7.013 -25.02 -10.05 -6.001 -9.038 -13.01 -11.06 -8.025 26.97 0 -3.037 2.964 10.99 3.977
13.7667 2.964 2.964 -12 1.952 0.9399 0 -2.024 -8.025 1.952 18.94 2.964 -1.012 1.952 0.9399 -2.024
13.7733 14.97 11.93 4.989 14.97 0.9399 5.929 6.941 -1.012 8.965 16.99 4.989 1.952 6.941 2.964 -5.061
13.78 20.97 19.96 19.96 22.99 0.9399 15.98 17.93 1.952 14.97 10.99 5.929 9.978 12.94 -1.012 -2.024
13.7867 18.94 19.96 25.96 22.99 -4.049 15.98 21.98 13.95 12.94 -4.049 0 11.93 8.965 -15.04 0
13.7933 11.93 19.96 25.96 19.96 -15.04 7.953 16.99 21.98 5.929 -21.04 -7.013 5.929 0 -43.02 -9.038
